method,clusters_size,n_cluster,silhouette_score,coph_corr,features
average,[   7  250    3  677  870   59 3384],7,0.3457072840023022,0.8039576841175359,"['length', 'climb_total', 'median_delta']"
average,[  49   29  265 4399  508],5,0.3454048784438938,0.7983756013466786,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 691 2893  508 1158],4,0.3452636686664465,0.6373698773093583,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
average,[ 681 3745  628  105   57   12   22],7,0.34446188470744676,0.7574632341305175,"['length', 'climb/length', 'startlist_quality']"
complete,[  28  226  156   53  620  827 3340],7,0.3444002443364866,0.7115806485839256,"['length', 'climb/length', 'median_delta']"
average,[  15   42    5  264    1    1 4414  508],8,0.344398860414843,0.7972674724321313,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[ 508  770  135   60 3777],5,0.3443375701825851,0.8043783632652045,"['points', 'climb_total', 'startlist_quality']"
single,[  20 4721    1  453   53    1    1],7,0.34424981042512875,0.5724983625872333,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[ 508  377 4365],3,0.3441440774499775,0.772524159777811,"['points', 'length', 'climb_total']"
complete,[ 314  194  533 2977  259  442  531],7,0.34408834442028524,0.7555167839513077,"['points', 'length', 'startlist_quality']"
average,[  55 4885  282   28],4,0.3440589970315081,0.7534224625675697,"['length', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[3696  508 1046],3,0.34386808821224374,0.6025579683623913,"['points', 'length', 'climb_total', 'startlist_quality']"
complete,[  29   78  215  293  619 2012  391 1613],8,0.3434665907031448,0.6437907507003353,"['points', 'length', 'climb_total', 'climb/length']"
ward,[ 508 1264  564 2914],4,0.3431816725610526,0.7131359113288437,"['points', 'length', 'climb/length', 'startlist_quality']"
average,[ 624  134 3376  545  571],5,0.3428306927225648,0.7569679615489687,"['length', 'climb_total', 'startlist_quality']"
average,[ 507    1  711    6 4025],5,0.3427223750472338,0.8380949270320813,"['points', 'length', 'climb_total']"
complete,[ 620 3740  508  134  248],5,0.34259850105591694,0.7590354712647444,"['points', 'climb_total', 'startlist_quality']"
single,[5248    1    1],3,0.3425514820038609,0.5410526049260764,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  24   28   40   24  228 4398    2  506],8,0.34224527940772387,0.8076228357880288,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[ 232   11   22  102  193 3676  747  267],8,0.34221074508327237,0.7050285641136939,"['climb/length', 'median_delta', 'startlist_quality']"
complete,[  28   96  966 4160],4,0.342101685172574,0.6562891248649975,"['climb_total', 'climb/length', 'startlist_quality']"
ward,[ 656  474 2747  508   56  809],6,0.3420773543075317,0.7192327789766192,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508  680 1207 1157 1698],5,0.3420116378039058,0.8028647541340176,"['points', 'length', 'climb_total']"
single,[4740  453   53    1    1    1    1],7,0.3418356802539982,0.5373400586002761,"['points', 'climb_total', 'climb/length', 'median_delta']"
average,[   7  245    5    3  677  870   59 3384],8,0.3418159987014666,0.8039576841175359,"['length', 'climb_total', 'median_delta']"
complete,[  28  226  156    9   44  620  827 3340],8,0.34179759354871964,0.7115806485839256,"['length', 'climb/length', 'median_delta']"
single,[4741  506    1    1    1],5,0.34173191211095194,0.545106769685485,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[ 162   36  783 2752  919  118  480],7,0.3413057516632766,0.6670583593808997,"['length', 'climb_total', 'median_delta']"
average,[   2  506  701 3844   21  176],6,0.34129428375808735,0.8101429583930069,"['points', 'length', 'median_delta', 'startlist_quality']"
complete,[ 200  617  209  506 3718],5,0.3408962012177358,0.6981328110645961,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
ward,[  56  231  720 1367 2876],5,0.34083365180219605,0.6873650444954112,"['climb_total', 'climb/length', 'median_delta']"
ward,[ 508  707  593 1194 2248],5,0.3405461996101178,0.8275380545611692,"['points', 'length', 'startlist_quality']"
ward,[ 508  314  592  443  686  861  323 1523],8,0.3405438880462134,0.7477734020947466,"['points', 'length', 'median_delta']"
complete,[  36   44  468 3222  972  508],6,0.34051629772275327,0.7211903640357452,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  14   41 4885  282   28],5,0.3404017372583153,0.7534224625675697,"['length', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 142  520   56  717  696  895  476 1748],8,0.340184204662432,0.6925810125318884,"['length', 'climb_total', 'climb/length']"
complete,[  53 1907 3290],3,0.34002504153759117,0.5575457667908718,"['length', 'climb_total', 'climb/length']"
complete,[  69  293    2  213  532 3454  267  420],8,0.339750186230193,0.8253409968641661,"['points', 'climb_total', 'median_delta']"
complete,[  69  293  215  532 3454  267  420],7,0.3397135133066034,0.8253409968641661,"['points', 'climb_total', 'median_delta']"
single,[4739    1  453   53    1    1    1    1],8,0.3394420149605501,0.5373400586002761,"['points', 'climb_total', 'climb/length', 'median_delta']"
average,[  52  455    1  711    6 4025],6,0.33928564713671927,0.8380949270320813,"['points', 'length', 'climb_total']"
ward,[ 642  700 3908],3,0.3382464764045857,0.6753361617755771,"['length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5245    1    1    1    1    1],6,0.3381277834846235,0.6418531234253422,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[4740    1    1   52    1  200  254    1],8,0.3377675900877619,0.6461705991799473,"['points', 'climb_total', 'startlist_quality']"
ward,[ 886  553  604 1691  508  547  224  237],8,0.33717731663549827,0.797871539184922,"['points', 'median_delta', 'startlist_quality']"
single,[4741    1  453   53    1    1],6,0.33679794249727246,0.5724983625872333,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  49   29    4  261 4399  508],6,0.33667064358969373,0.7983756013466786,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508   53  400 2029  909  264 1087],7,0.33666781168992177,0.755229231536732,"['points', 'climb/length', 'median_delta']"
complete,[  28  226  209  620 4167],5,0.33664199370466175,0.7115806485839256,"['length', 'climb/length', 'median_delta']"
single,[5247    1    1    1],4,0.3364290274102658,0.6242654551305306,"['climb_total', 'median_delta', 'startlist_quality']"
single,[5243    1    1    1    1    1    1    1],8,0.3362916676886495,0.6418531234253422,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5244    1    1    1    1    1    1],7,0.33624467071272046,0.6418531234253422,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[  22 4719   53  455    1],5,0.3359387266688946,0.5582352132927761,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[ 229    1  508  725 3787],5,0.3358515587491469,0.7732183608526605,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
single,[5246    1    1    1    1],5,0.33552911717164935,0.6242654551305306,"['climb_total', 'median_delta', 'startlist_quality']"
average,[ 708 3910   18  613    1],5,0.33543690045681995,0.755850987404212,"['length', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[ 508 4363  183   22  174],5,0.3349918285183692,0.6806215282832905,"['points', 'climb/length', 'startlist_quality']"
single,[5245    1    1    1    1    1],6,0.33487767045011946,0.6242654551305306,"['climb_total', 'median_delta', 'startlist_quality']"
average,[ 277    2  594  830 3547],5,0.33481190139273814,0.7790903682452285,"['climb_total', 'median_delta', 'startlist_quality']"
single,[5244    1    1    1    1    1    1],7,0.3344803408526278,0.6242654551305306,"['climb_total', 'median_delta', 'startlist_quality']"
ward,[ 508 1169 3573],3,0.33442665532073224,0.7109069363807681,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[  34  425   61 4730],4,0.3338789079726483,0.757722336928237,"['climb_total', 'climb/length', 'startlist_quality']"
ward,[1007 1367 2876],3,0.33354540593232557,0.6873650444954112,"['climb_total', 'climb/length', 'median_delta']"
single,[   5 5243    1    1],4,0.33320926322625116,0.5591404224661157,"['length', 'climb_total', 'startlist_quality']"
average,[  20   14  425   61 4730],5,0.3331252397547327,0.757722336928237,"['climb_total', 'climb/length', 'startlist_quality']"
complete,[ 508  879 3484  183   22  174],6,0.3330936047674367,0.6806215282832905,"['points', 'climb/length', 'startlist_quality']"
ward,[ 656  474 2747  508  865],5,0.3329464858303382,0.7192327789766192,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  94 3507 1649],3,0.3323965135701856,0.575112325612352,"['length', 'climb_total', 'climb/length', 'median_delta']"
ward,[1933  193 1515  508  331  770],6,0.3323602764815962,0.7398065612348762,"['points', 'climb_total', 'median_delta']"
single,[   5    2 5241    1    1],5,0.33224270836457914,0.5591404224661157,"['length', 'climb_total', 'startlist_quality']"
complete,[ 246   41  346  508  598 2484  295  732],8,0.33212313487846584,0.7036740216941264,"['points', 'length', 'median_delta', 'startlist_quality']"
complete,[ 246  387  508 4109],4,0.331685342695877,0.7036740216941264,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[  29  508   20   62  576 4055],6,0.33160606909627316,0.7924475994204241,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 508  781  652  694 2615],5,0.331522399294701,0.6887478822711822,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  12   20   22  508 3886  697  105],7,0.3313793207797724,0.818475803529342,"['points', 'length', 'climb/length', 'startlist_quality']"
average,[  19  210    1  508  725 3787],6,0.3310043248214381,0.7732183608526605,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
average,[   6   23  508   20   62  576 4055],7,0.33099213834807606,0.7924475994204241,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 508  305  864  136  547  564 1593  733],8,0.3309426840108278,0.7109069363807681,"['points', 'length', 'median_delta', 'startlist_quality']"
complete,[  29   78  508 2631 2004],5,0.3307698658002451,0.6437907507003353,"['points', 'length', 'climb_total', 'climb/length']"
average,[  90  187    2  594  830 3547],6,0.3305581620294449,0.7790903682452285,"['climb_total', 'median_delta', 'startlist_quality']"
average,[  13   42  508  640  634 3413],6,0.33000726892480853,0.7809247187934857,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[  20 4720    1    1  453   53    1    1],8,0.3299823346189787,0.5724983625872333,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 680 1098 2264  508  700],5,0.3298396537336801,0.7769080701909101,"['points', 'length', 'climb_total', 'median_delta']"
single,[5243    1    1    1    1    1    1    1],8,0.32844298984223913,0.6242654551305306,"['climb_total', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.32836903848646437,0.545106769685485,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[  29  104  403 2492  330 1719  173],7,0.32827932409012656,0.5806783254734893,"['climb_total', 'climb/length', 'median_delta']"
ward,[2096  508  587 1467  496   96],6,0.32809017943413277,0.5889858797956461,"['points', 'climb_total', 'climb/length']"
ward,[ 508   53  400 2029  326  583  264 1087],8,0.3278605840294174,0.755229231536732,"['points', 'climb/length', 'median_delta']"
ward,[ 508  781  652 3309],4,0.3274232400815096,0.6887478822711822,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[   2 4713   26    1   52    1  200  255],8,0.32727157020992387,0.5601262463056875,"['points', 'length', 'climb_total', 'climb/length']"
single,[4741   53  455    1],4,0.3270151983303064,0.5582352132927761,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  90    5  182    2  594  830 3547],7,0.3267776137944337,0.7790903682452285,"['climb_total', 'median_delta', 'startlist_quality']"
complete,[  66   87  614  508 3975],5,0.3266718258071512,0.7030225942783361,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  13   22   20  508  640  634 3413],7,0.3266610963619605,0.7809247187934857,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[   2  506   55 3783   35  867    1    1],8,0.32637882759674003,0.7819670240211375,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[ 508  680 1207 1157  679 1019],6,0.32604376528663676,0.8028647541340176,"['points', 'length', 'climb_total']"
complete,[ 162   36  783 2752  834   85  118  480],8,0.32595470237506285,0.6670583593808997,"['length', 'climb_total', 'median_delta']"
ward,[ 691  586 2307  508  689  469],6,0.32590887296020316,0.6373698773093583,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
average,[   3  505  770  135   60 3777],6,0.3258372485031055,0.8043783632652045,"['points', 'climb_total', 'startlist_quality']"
ward,[ 947  687 1211 2405],4,0.3257729376361412,0.7110764500761447,"['length', 'climb_total', 'median_delta']"
average,[  48  372 4830],3,0.3255640149444152,0.7655135120433892,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.32542713303551385,0.6365950686107028,"['length', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  20   14    2  423   61 4730],6,0.32501182701601405,0.757722336928237,"['climb_total', 'climb/length', 'startlist_quality']"
average,[ 646 4241  316   18   29],5,0.32491921140046104,0.7694490930220816,"['length', 'climb_total', 'climb/length', 'startlist_quality']"
complete,[  28   96  966  635 3525],5,0.324825110609296,0.6562891248649975,"['climb_total', 'climb/length', 'startlist_quality']"
single,[4741  453   53    1    1    1],6,0.3247803268120298,0.545106769685485,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[  55  909 4286],3,0.3245814939145836,0.6316805290673182,"['length', 'climb/length', 'median_delta', 'startlist_quality']"
average,[ 507    1  718  838 3123   63],6,0.32453127698470635,0.8051293996915647,"['points', 'length', 'climb_total', 'startlist_quality']"
complete,[  36   44   26  442 3222  972  508],7,0.3244432236430051,0.7211903640357452,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508  102  605  593 1194  612 1636],7,0.3238340312054285,0.8275380545611692,"['points', 'length', 'startlist_quality']"
complete,[  80  468 3222 1480],4,0.3232693129797686,0.7211903640357452,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  49   29    4  261 4399    2  506],7,0.32302611482093135,0.7983756013466786,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 506   87  721 1681 2255],5,0.3226210218274116,0.6879460582845404,"['length', 'climb_total', 'climb/length', 'median_delta']"
complete,[  16  502 1119  646 2967],5,0.3213061112806863,0.649142340939677,"['length', 'median_delta', 'startlist_quality']"
complete,[ 200  826 4224],3,0.32128110223954864,0.6981328110645961,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
ward,[ 508  581  800  846 2515],5,0.32085098583331184,0.7759047214647473,"['points', 'length', 'climb_total', 'startlist_quality']"
ward,[ 508  581  294  506  846 2515],6,0.32020317989041447,0.7759047214647473,"['points', 'length', 'climb_total', 'startlist_quality']"
single,[5248    1    1],3,0.3201686185222222,0.5724983625872333,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  41   25   87  614  508 3975],6,0.3201679536993171,0.7030225942783361,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  26   77  508  168 2176  595 1700],7,0.319218453235522,0.7101808296301673,"['points', 'length', 'climb/length']"
ward,[ 708  650 2101  508 1283],5,0.31919830686036743,0.5906190582996697,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  29  104  403 2492   30  300 1719  173],8,0.31907645736761014,0.5806783254734893,"['climb_total', 'climb/length', 'median_delta']"
ward,[ 508 1575 1903  621  212  431],6,0.3190203823867654,0.7237743129499625,"['points', 'climb/length', 'startlist_quality']"
average,[4426  628  105   57   12   22],6,0.31897218338074707,0.7574632341305175,"['length', 'climb/length', 'startlist_quality']"
ward,[ 508  680  257  950 1157  679 1019],7,0.3189615174140023,0.8028647541340176,"['points', 'length', 'climb_total']"
single,[   7   19 4714    1    1   53  255  200],8,0.3188316595496575,0.6331987565727503,"['points', 'length', 'climb/length']"
complete,[  29  104  403 2492  330 1892],6,0.3187850259488264,0.5806783254734893,"['climb_total', 'climb/length', 'median_delta']"
average,[ 507    1  718  397  441 3123   63],7,0.3187817059439657,0.8051293996915647,"['points', 'length', 'climb_total', 'startlist_quality']"
complete,[  53 1907  409 2881],4,0.31877383534128306,0.5575457667908718,"['length', 'climb_total', 'climb/length']"
complete,[  27   29  117  391  108  682 1631 2265],8,0.3187538515073978,0.7979311454580628,"['points', 'climb_total', 'climb/length']"
average,[ 507    1  137  581  397  441 3123   63],8,0.3186524027415802,0.8051293996915647,"['points', 'length', 'climb_total', 'startlist_quality']"
complete,[  28   35  532  508 3266  881],6,0.31846663704216666,0.7531584861114095,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
single,[4742   52    1  200  254    1],6,0.31842497696390965,0.5772703096966425,"['points', 'length', 'climb_total', 'startlist_quality']"
average,[  19  209    1    1  508  725 3787],7,0.3183121952593605,0.7732183608526605,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
single,[   2 4739    1   53  200  255],6,0.31824475150439063,0.5601262463056875,"['points', 'length', 'climb_total', 'climb/length']"
complete,[  63  532 4655],3,0.31824461885366206,0.7531584861114095,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
complete,[  36   44   26  174  268 3222  972  508],8,0.3178494289933442,0.7211903640357452,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  66  701 4483],3,0.3178115386258013,0.7030225942783361,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508 1575 1903  621  212   22  409],7,0.3177948183226147,0.7237743129499625,"['points', 'climb/length', 'startlist_quality']"
complete,[ 620 3740  269  239  134  248],6,0.31756414214505735,0.7590354712647444,"['points', 'climb_total', 'startlist_quality']"
complete,[  68 4007 1175],3,0.31748288736169056,0.6930826799765013,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[  22    6 4713   53  454    1    1],7,0.31736170008059406,0.5582352132927761,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[  22 4719   53  454    1    1],6,0.3172144213602637,0.5582352132927761,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[   2 4739    1   52    1  200  255],7,0.31647814606374225,0.5601262463056875,"['points', 'length', 'climb_total', 'climb/length']"
complete,[  68 4007  508  667],4,0.31617690095410744,0.6930826799765013,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  19   29  372  508 4322],5,0.31602508779598704,0.7655135120433892,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[3584  508 1158],3,0.31573859880276306,0.6373698773093583,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[  29  507 2492  330 1892],5,0.31517840482397047,0.5806783254734893,"['climb_total', 'climb/length', 'median_delta']"
complete,[  36   44  468 3222 1480],5,0.3149850031332303,0.7211903640357452,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
single,[4740  506    1    1    1    1],6,0.31470876408387827,0.5115175869937222,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
complete,[  28  172  617  209  506 3718],6,0.31431107085364207,0.6981328110645961,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
average,[  36 4078   59 1054   22    1],6,0.314146850038523,0.7235966603965633,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 486 1610  508  587 1467  496   96],7,0.31359247312973065,0.5889858797956461,"['points', 'climb_total', 'climb/length']"
single,[5247    1    1    1],4,0.31329366050214735,0.5985385458561421,"['length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 708 2751  508 1283],4,0.3130568566124822,0.5906190582996697,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5246    1    1    1    1],5,0.31288075699745427,0.5985385458561421,"['length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  21   15 4078   59 1054   22    1],7,0.3127815919320156,0.7235966603965633,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.31245053734022327,0.545012695798925,"['points', 'length', 'climb_total', 'median_delta']"
ward,[ 508  680  257  950  183  974  679 1019],8,0.31216600589896776,0.8028647541340176,"['points', 'length', 'climb_total']"
average,[  20   14    2  423   61 4097  633],7,0.3120280771587125,0.757722336928237,"['climb_total', 'climb/length', 'startlist_quality']"
ward,[1603 1286  579  104  508 1170],6,0.31184314086175985,0.674894237502734,"['points', 'length', 'climb/length', 'median_delta']"
average,[  21   28   29    4  261 4399    2  506],8,0.31174622465290364,0.7983756013466786,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.3115948349493505,0.5600640372432811,"['points', 'length', 'climb/length', 'median_delta']"
single,[5247    1    1    1],4,0.3114277375131887,0.5410526049260764,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508 1575 1903  621  643],5,0.3114059538697258,0.7237743129499625,"['points', 'climb/length', 'startlist_quality']"
average,[ 277    2  594 4377],4,0.31137897229033246,0.7790903682452285,"['climb_total', 'median_delta', 'startlist_quality']"
ward,[ 698  779 3773],3,0.31134635101362973,0.6717942866768426,"['length', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 680 1098  645 1619  508  700],6,0.31111666231319135,0.7769080701909101,"['points', 'length', 'climb_total', 'median_delta']"
complete,[ 885 3226 1139],3,0.31103008059775716,0.6649060552799058,"['length', 'climb_total', 'startlist_quality']"
average,[ 681  196 3549  628  105   57   12   22],8,0.31065276184979407,0.7574632341305175,"['length', 'climb/length', 'startlist_quality']"
ward,[ 508 1264 3478],3,0.3105272490697495,0.7131359113288437,"['points', 'length', 'climb/length', 'startlist_quality']"
ward,[ 506  808 1681 2255],4,0.3103707266196236,0.6879460582845404,"['length', 'climb_total', 'climb/length', 'median_delta']"
complete,[ 214 3892 1144],3,0.3098820160476668,0.7115582529154958,"['climb_total', 'median_delta', 'startlist_quality']"
ward,[1415  746  508  674 1330   55  522],7,0.30984660350862975,0.5610275729786651,"['points', 'length', 'climb_total', 'climb/length']"
average,[  13   22   20  508   97  543  634 3413],8,0.30961859290075394,0.7809247187934857,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 508 2150  533 2059],4,0.30940452027273596,0.5585671297744618,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
single,[   7 4733    1    1   53  255  200],7,0.3088961100802388,0.6331987565727503,"['points', 'length', 'climb/length']"
ward,[ 508 2150 2592],3,0.3086020475620062,0.5585671297744618,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
complete,[  16  293  209 1119  646 2967],6,0.3085893840314265,0.649142340939677,"['length', 'median_delta', 'startlist_quality']"
ward,[1094  109  586  784 2677],5,0.30816616237432626,0.5785911968304551,"['length', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  90    5  182    2   20  574  830 3547],8,0.30749317364628675,0.7790903682452285,"['climb_total', 'median_delta', 'startlist_quality']"
ward,[ 642  700  661 3247],4,0.3071315890894024,0.6753361617755771,"['length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508 1624  658 1455   29  194  469  313],8,0.30684060115302675,0.7542873365938703,"['points', 'length', 'climb/length']"
average,[  19  209    1    1    2  506  725 3787],8,0.3067784501036305,0.7732183608526605,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
single,[5247    1    1    1],4,0.3063642813905545,0.5373400586002761,"['points', 'climb_total', 'climb/length', 'median_delta']"
ward,[1603 1286  579  104  508  195  975],7,0.30575365556909156,0.674894237502734,"['points', 'length', 'climb/length', 'median_delta']"
single,[4741    1   52    1  200  254    1],7,0.30574942767261215,0.5772703096966425,"['points', 'length', 'climb_total', 'startlist_quality']"
ward,[ 283  664  687 1211  397 1361  359  288],8,0.3056738602689615,0.7110764500761447,"['length', 'climb_total', 'median_delta']"
average,[  19   29  371    1  508 4322],6,0.30543409556910195,0.7655135120433892,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.3051831801065913,0.5253978537551136,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  80  207  324 2787  854  490  508],7,0.30482242880004096,0.7507726753156932,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[ 200  685 3226 1139],4,0.30480285916046757,0.6649060552799058,"['length', 'climb_total', 'startlist_quality']"
ward,[ 486  514 1096  508  587 1467  496   96],8,0.3046971850711477,0.5889858797956461,"['points', 'climb_total', 'climb/length']"
average,[  19   29  371    1  508  638 3684],7,0.3046197983387375,0.7655135120433892,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  26   77  508 2344  595 1700],6,0.30448611815661086,0.7101808296301673,"['points', 'length', 'climb/length']"
average,[ 708  474 3436   18  613    1],6,0.30442793683316266,0.755850987404212,"['length', 'climb_total', 'median_delta', 'startlist_quality']"
single,[4740    1    1   53  255  200],6,0.304330476602975,0.6331987565727503,"['points', 'length', 'climb/length']"
ward,[ 508 1624  658 1455  223  782],6,0.30426162002083085,0.7542873365938703,"['points', 'length', 'climb/length']"
ward,[1639  769 2842],3,0.30417750220631284,0.5546495379693048,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 456 1565 2383  129  400  317],6,0.3039118611639427,0.5069393671784274,"['climb_total', 'climb/length', 'startlist_quality']"
ward,[ 283  664  687 1211  397 1361  647],7,0.3038965341258989,0.7110764500761447,"['length', 'climb_total', 'median_delta']"
ward,[ 283  664  687 1211 2405],5,0.3038539910444925,0.7110764500761447,"['length', 'climb_total', 'median_delta']"
complete,[  16  293  209  148  971  646 2967],7,0.3031847593101577,0.649142340939677,"['length', 'median_delta', 'startlist_quality']"
ward,[  56  231  720 1367 1757  709  410],7,0.30314800810669057,0.6873650444954112,"['climb_total', 'climb/length', 'median_delta']"
complete,[  53  652  794 3751],4,0.302999477868295,0.6428607371428169,"['length', 'climb_total', 'climb/length', 'startlist_quality']"
complete,[  80  207  265   59 2787  854  490  508],8,0.30294374328455737,0.7507726753156932,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[ 246  387  508 3082 1027],5,0.302725110897854,0.7036740216941264,"['points', 'length', 'median_delta', 'startlist_quality']"
ward,[ 283  664  687 1211  397 2008],6,0.3027144860910336,0.7110764500761447,"['length', 'climb_total', 'median_delta']"
ward,[ 680 1098  645 1619  508  186  514],7,0.30255101503317194,0.7769080701909101,"['points', 'length', 'climb_total', 'median_delta']"
ward,[ 508 1520  112  518  533 2059],6,0.30236705268403863,0.5585671297744618,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 508 1624  658 1455  223  469  313],7,0.30230976555613187,0.7542873365938703,"['points', 'length', 'climb/length']"
ward,[1904  537 1502  508   69  730],6,0.3022368636270091,0.7032871276372122,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  80  531 2787  854  490  508],6,0.30200633374243824,0.7507726753156932,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
single,[4740    1  453   53    1    1    1],7,0.30161692319805117,0.545106769685485,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[ 456 1565 2383  129  717],5,0.30144479907418664,0.5069393671784274,"['climb_total', 'climb/length', 'startlist_quality']"
complete,[3696  508  249  797],4,0.3014339448863283,0.6025579683623913,"['points', 'length', 'climb_total', 'startlist_quality']"
complete,[  28  182  357  508  604 2877  694],7,0.30133292527004873,0.6557309006239581,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[ 508  879 1683 1801  183   22  174],7,0.3013240877276274,0.6806215282832905,"['points', 'climb/length', 'startlist_quality']"
