method,clusters_size,n_cluster,silhouette_score,coph_corr,features
single,[4720    4   18   53  455],5,0.4060589897030978,0.6236635398754447,"['points', 'length', 'climb/length', 'startlist_quality']"
complete,[  80  468 4702],3,0.4060228507246185,0.7211903640357452,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[ 254  209 4787],3,0.4058967741655379,0.7115806485839256,"['length', 'climb/length', 'median_delta']"
ward,[2497  865  508 1380],4,0.405699440082312,0.6279445431802297,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
single,[5247    1    1    1],4,0.4056784208727073,0.6187413973304775,"['length', 'climb_total', 'climb/length', 'median_delta']"
ward,[ 666  667 3917],3,0.40563538579856184,0.7030391448721947,"['climb/length', 'median_delta', 'startlist_quality']"
single,[4720    4    2   16   53  455],6,0.40536289555916805,0.6236635398754447,"['points', 'length', 'climb/length', 'startlist_quality']"
ward,[2096  508 2054  592],4,0.40522851596464343,0.5889858797956461,"['points', 'climb_total', 'climb/length']"
average,[  27    1   77 4605    6   11    8  515],8,0.4048176259422166,0.810091730956877,"['climb_total', 'climb/length', 'median_delta']"
single,[5220    1    2    5   19    1    1    1],8,0.4048049026102448,0.6993785232518946,"['climb/length', 'median_delta', 'startlist_quality']"
average,[  52   40  252 4398  508],5,0.40443795676868954,0.8076228357880288,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[3572  508 1170],3,0.4043994567894331,0.674894237502734,"['points', 'length', 'climb/length', 'median_delta']"
ward,[3190  508  571  981],4,0.4042010911280424,0.6519124156984761,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
single,[4720    3    1    2   16   53  455],7,0.4041861867870674,0.6236635398754447,"['points', 'length', 'climb/length', 'startlist_quality']"
complete,[3704  508   32   29  222  567   45  143],8,0.40364787929877094,0.7376555532823066,"['points', 'climb_total', 'climb/length', 'median_delta']"
average,[  28   29    2  506  635 3547  503],7,0.40332801288369047,0.8189888002129369,"['points', 'length', 'climb_total', 'climb/length']"
ward,[ 508  305  864  136  547  564 2326],7,0.40292289158336914,0.7109069363807681,"['points', 'length', 'median_delta', 'startlist_quality']"
ward,[ 508  581 4161],3,0.4027664714254554,0.7759047214647473,"['points', 'length', 'climb_total', 'startlist_quality']"
single,[4741  508    1],3,0.40258877249066516,0.5879463538442302,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  52  292 4906],3,0.4022006483978396,0.8076228357880288,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
single,[   6 4714    3    1    2   16   53  455],8,0.4013186392286514,0.6236635398754447,"['points', 'length', 'climb/length', 'startlist_quality']"
average,[ 508  718  838 3186],4,0.4009863667022122,0.8051293996915647,"['points', 'length', 'climb_total', 'startlist_quality']"
single,[5246    1    1    1    1],5,0.40087060899568955,0.6187413973304775,"['length', 'climb_total', 'climb/length', 'median_delta']"
single,[   2 5244    1    1    1    1],6,0.40068512500070036,0.6187413973304775,"['length', 'climb_total', 'climb/length', 'median_delta']"
single,[   2 4713   26    1   53  200  255],7,0.40025721506223755,0.5990778683951654,"['points', 'climb_total', 'climb/length']"
ward,[ 508  305  864  683  564 2326],6,0.40023018050479114,0.7109069363807681,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[  56  257 4428  509],4,0.40020260541320385,0.8167321008405499,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
single,[   6 5220    1    1    2    3   16    1],8,0.4000945081055411,0.708399007813515,"['length', 'climb/length', 'startlist_quality']"
single,[   6 5221    1    2    3   16    1],7,0.4000047525649461,0.708399007813515,"['length', 'climb/length', 'startlist_quality']"
single,[4741    1   53  255  200],5,0.3998664342421679,0.6331987565727503,"['points', 'length', 'climb/length']"
complete,[ 200  826  506 3718],4,0.39955042272227437,0.6981328110645961,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
average,[  56  257 4937],3,0.3993727482214656,0.8167321008405499,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
single,[   2 5243    1    1    1    1    1],7,0.3990471752913074,0.6187413973304775,"['length', 'climb_total', 'climb/length', 'median_delta']"
complete,[ 203  305  377  884 3481],5,0.3988163845351538,0.772524159777811,"['points', 'length', 'climb_total']"
single,[   2 4713   26    1   52    1  200  255],8,0.3987712568463906,0.5990778683951654,"['points', 'climb_total', 'climb/length']"
average,[ 741  861  459 3189],4,0.3971687003201277,0.7467389004434132,"['length', 'median_delta', 'startlist_quality']"
ward,[ 508 1169  683  564 2326],5,0.39645458968300107,0.7109069363807681,"['points', 'length', 'median_delta', 'startlist_quality']"
single,[   2 4739    1   53  455],5,0.3964139911857232,0.5601262463056875,"['points', 'length', 'climb_total', 'climb/length']"
average,[ 257    3  677 4313],4,0.39627792975711357,0.8039576841175359,"['length', 'climb_total', 'median_delta']"
average,[  30    2  506   92 3916  696    8],7,0.3959924625696241,0.8348932356893539,"['points', 'length', 'climb/length', 'median_delta']"
average,[ 741  861 3648],3,0.3957154558535841,0.7467389004434132,"['length', 'median_delta', 'startlist_quality']"
complete,[4508   30   80  632],4,0.39483256936673794,0.7370294740594558,"['points', 'climb/length', 'median_delta']"
complete,[  56  628  508 2990 1068],5,0.3945432968024089,0.7546519469896821,"['points', 'length', 'climb/length', 'median_delta']"
average,[  55  508 4687],3,0.3945201493025587,0.7809247187934857,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[3260  508  666  816],4,0.3939277710530456,0.6670755758476412,"['points', 'climb_total', 'climb/length', 'median_delta']"
complete,[  63  532  508 4147],4,0.39350985349918277,0.7531584861114095,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
single,[4742   53  454    1],4,0.39332317822645185,0.5772703096966425,"['points', 'length', 'climb_total', 'startlist_quality']"
ward,[ 846  641 3763],3,0.3931556069067359,0.7210878096257433,"['length', 'median_delta', 'startlist_quality']"
ward,[ 520 3265  508  957],4,0.3929681525849481,0.7235126128442191,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
single,[4742   52    1  454    1],5,0.3929538821889021,0.5772703096966425,"['points', 'length', 'climb_total', 'startlist_quality']"
average,[  28   29    2   36  470  635 3547  503],8,0.3923283617022361,0.8189888002129369,"['points', 'length', 'climb_total', 'climb/length']"
average,[   2  506 4545  197],4,0.3921531086820469,0.8101429583930069,"['points', 'length', 'median_delta', 'startlist_quality']"
complete,[4360  508  382],3,0.39133067394449195,0.7590354712647444,"['points', 'climb_total', 'startlist_quality']"
ward,[3190  508 1552],3,0.39112643521994395,0.6519124156984761,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
average,[ 254  487  861  459 3189],5,0.39090338862037,0.7467389004434132,"['length', 'median_delta', 'startlist_quality']"
single,[4742  506    1    1],4,0.3905130454666016,0.545012695798925,"['points', 'length', 'climb_total', 'median_delta']"
single,[   1    1 4741    1   53  254  199],7,0.39050991954358144,0.6159399057376367,"['points', 'length', 'median_delta']"
average,[  56  257 4428    3  506],5,0.39038973380815356,0.8167321008405499,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
complete,[ 620 3740  508  382],4,0.3902160499242581,0.7590354712647444,"['points', 'climb_total', 'startlist_quality']"
complete,[ 508 4363  183  196],4,0.3901913007922776,0.6806215282832905,"['points', 'climb/length', 'startlist_quality']"
average,[   2  506 3838   35  867    1    1],7,0.3899129451259144,0.7819670240211375,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
single,[5219    1    1    6   21    1    1],7,0.38986447782247524,0.6577326421685586,"['length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[5219    1    1    6    2   19    1    1],8,0.3897614816189653,0.6577326421685586,"['length', 'climb_total', 'climb/length', 'startlist_quality']"
single,[   2 4739    1   53  200  255],6,0.38919395530757855,0.5990778683951654,"['points', 'climb_total', 'climb/length']"
average,[  28    2 4496  655   45   24],6,0.38906422822982756,0.8011844286909774,"['climb/length', 'median_delta', 'startlist_quality']"
complete,[ 633  508 4109],3,0.3889683958795498,0.7036740216941264,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[  20    8    2 4496  655   45   24],7,0.38891697126812097,0.8011844286909774,"['climb/length', 'median_delta', 'startlist_quality']"
ward,[3362  508 1380],3,0.38884419474898246,0.6279445431802297,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
average,[ 257    3 4990],3,0.3882178570510708,0.8039576841175359,"['length', 'climb_total', 'median_delta']"
complete,[  29  507 4714],3,0.38811741441902037,0.5806783254734893,"['climb_total', 'climb/length', 'median_delta']"
single,[   1    1 4740    1    1   53  254  199],8,0.38710985265975095,0.6159399057376367,"['points', 'length', 'median_delta']"
complete,[  28   35  532  508 4147],5,0.38706291921857605,0.7531584861114095,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  34  425 4791],3,0.38666511862734176,0.757722336928237,"['climb_total', 'climb/length', 'startlist_quality']"
single,[ 506 4742    1    1],4,0.38663925147636286,0.5600640372432811,"['points', 'length', 'climb/length', 'median_delta']"
average,[ 254  487  127  734  459 3189],6,0.3859201781410438,0.7467389004434132,"['length', 'median_delta', 'startlist_quality']"
average,[  57  271 4414  508],4,0.38563254532249974,0.7972674724321313,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[   7  250    3  677 4313],5,0.38533646163145674,0.8039576841175359,"['length', 'climb_total', 'median_delta']"
average,[  20    8    2 4496  440  215   45   24],8,0.3851481592270703,0.8011844286909774,"['climb/length', 'median_delta', 'startlist_quality']"
average,[  52  455    1  711    6 2719 1306],7,0.38512102839213863,0.8380949270320813,"['points', 'length', 'climb_total']"
average,[  52  139  316    1  711    6 2719 1306],8,0.38485309217525826,0.8380949270320813,"['points', 'length', 'climb_total']"
average,[  56  256    1 4428    3  506],6,0.3846931199677398,0.8167321008405499,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
complete,[ 151  508 4591],3,0.38441965947942075,0.6847211965557118,"['points', 'length', 'climb/length', 'startlist_quality']"
single,[   2 4742   53  453],4,0.38403672655590104,0.570004110379665,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[ 646 4557   18   29],4,0.3835450029214943,0.7694490930220816,"['length', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 508 1169  683 2890],4,0.3835270971586769,0.7109069363807681,"['points', 'length', 'median_delta', 'startlist_quality']"
complete,[ 611 3641  998],3,0.3825267224283815,0.7507726753156932,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
average,[   7  250    3  677  870 3443],6,0.3820881729790695,0.8039576841175359,"['length', 'climb_total', 'median_delta']"
single,[   2 4741    1   53  453],5,0.3818647903403446,0.570004110379665,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[  56 4970   11  213],4,0.38136227112330856,0.7984894591823992,"['length', 'climb_total', 'climb/length', 'median_delta']"
single,[5248    1    1],3,0.3811059192744232,0.5115175869937222,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
ward,[ 846  641  696 3067],4,0.38056327617921965,0.7210878096257433,"['length', 'median_delta', 'startlist_quality']"
ward,[3877  508  865],3,0.3802820891691035,0.7192327789766192,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
single,[4742   52    1  200  254    1],6,0.3798414289223928,0.6461705991799473,"['points', 'climb_total', 'startlist_quality']"
average,[ 507    1  718  838 3186],5,0.3789418569628095,0.8051293996915647,"['points', 'length', 'climb_total', 'startlist_quality']"
average,[ 508 4740    1    1],4,0.3788977223641481,0.7819670240211375,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
average,[  12   20   22  508  629 3257  697  105],8,0.3788656661930737,0.818475803529342,"['points', 'length', 'climb/length', 'startlist_quality']"
ward,[ 886  553 2295  508  547  224  237],7,0.37720411065670006,0.797871539184922,"['points', 'median_delta', 'startlist_quality']"
average,[   2  506 4545   21  176],5,0.37705751367252605,0.8101429583930069,"['points', 'length', 'median_delta', 'startlist_quality']"
single,[  22 4719   53  455    1],5,0.37686982421081666,0.5879463538442302,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
complete,[ 232   33  295 4690],4,0.3767970782570674,0.7050285641136939,"['climb/length', 'median_delta', 'startlist_quality']"
average,[  49  294 4399  508],4,0.376758261936882,0.7983756013466786,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
single,[  22    6 4713   53  455    1],6,0.37639765302686456,0.5879463538442302,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  57  270    1 4414  508],5,0.37565791141204125,0.7972674724321313,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  24   28   40  252 4398  508],6,0.37539693718261974,0.8076228357880288,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[ 508 3510 1232],3,0.37488052207199374,0.7555167839513077,"['points', 'length', 'startlist_quality']"
single,[ 506 4741    1    1    1],5,0.3747494542318061,0.5600640372432811,"['points', 'length', 'climb/length', 'median_delta']"
average,[ 254  443   44  127  734  459 3189],7,0.37415647688000114,0.7467389004434132,"['length', 'median_delta', 'startlist_quality']"
single,[   2 5242    1    1    1    1    1    1],8,0.37371650847117516,0.6187413973304775,"['length', 'climb_total', 'climb/length', 'median_delta']"
average,[  11    7   22  508 3398  459  173  672],8,0.3736160418398283,0.8333786206708368,"['points', 'climb/length', 'startlist_quality']"
average,[  12   42  508 3886  802],5,0.37323604433621577,0.818475803529342,"['points', 'length', 'climb/length', 'startlist_quality']"
average,[ 230  508 4512],3,0.3730425994640045,0.7732183608526605,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
single,[5247    1    1    1],4,0.37275091113318526,0.6418531234253422,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  53  455  134  550    5  839    5 3209],8,0.37250776034241734,0.8517649088446797,"['points', 'length', 'startlist_quality']"
single,[5246    1    1    1    1],5,0.37228378290531344,0.6418531234253422,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 683 1027 3540],3,0.3719058418857799,0.7326035862378151,"['length', 'climb_total', 'startlist_quality']"
complete,[  56  628 4566],3,0.3714162799370993,0.7546519469896821,"['points', 'length', 'climb/length', 'median_delta']"
average,[ 758 3376 1116],3,0.37089586504591404,0.7569679615489687,"['length', 'climb_total', 'startlist_quality']"
single,[4742   53  199  254    1    1],6,0.3707726188473726,0.6072572232266966,"['points', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.3707117824194834,0.5591404224661157,"['length', 'climb_total', 'startlist_quality']"
average,[  49  294 4907],3,0.3700658664061917,0.7983756013466786,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  29 1585  211 2767   81  577],6,0.3699561558677691,0.7778042313834607,"['length', 'climb_total', 'climb/length']"
ward,[ 886  553 2295  508  547  461],6,0.36995289470183246,0.797871539184922,"['points', 'median_delta', 'startlist_quality']"
ward,[ 508  314 1035  686  861 1846],6,0.3696868774634337,0.7477734020947466,"['points', 'length', 'median_delta']"
average,[  55 4885  310],3,0.36942196807914446,0.7534224625675697,"['length', 'climb/length', 'median_delta', 'startlist_quality']"
average,[ 186   68  443   44  127  734  459 3189],8,0.36930814372067183,0.7467389004434132,"['length', 'median_delta', 'startlist_quality']"
single,[4742  506    1    1],4,0.36848117115022383,0.5724983625872333,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.368208469227019,0.6242654551305306,"['climb_total', 'median_delta', 'startlist_quality']"
average,[  55  508  640 4047],4,0.36813716084195947,0.7809247187934857,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  56  256    1  628 3800    3  506],7,0.36799570708679663,0.8167321008405499,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
single,[4741   53  455    1],4,0.3678945516841713,0.5879463538442302,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[   4   25 1585  211 2767   81  577],7,0.36785250102499073,0.7778042313834607,"['length', 'climb_total', 'climb/length']"
single,[4742  453   53    1    1],5,0.36745250660503137,0.545012695798925,"['points', 'length', 'climb_total', 'median_delta']"
complete,[  66  701  508 3975],4,0.36702980047591466,0.7030225942783361,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  56   87  541  508 2990 1068],6,0.36671347416599054,0.7546519469896821,"['points', 'length', 'climb/length', 'median_delta']"
single,[4741    1   53  199  254    1    1],7,0.36576936497227497,0.5807048766712455,"['points', 'climb/length', 'median_delta']"
average,[  30   25    1  829 2811 1072   11  471],8,0.36571845384242857,0.817222247152381,"['length', 'climb/length', 'median_delta']"
complete,[ 314  194  533 2977  259  973],6,0.3655473155088387,0.7555167839513077,"['points', 'length', 'startlist_quality']"
average,[  56  638 4332   11  213],5,0.3653054753099613,0.7984894591823992,"['length', 'climb_total', 'climb/length', 'median_delta']"
single,[4741  508    1],3,0.3649057846013441,0.5582352132927761,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  24   28   40  252 4398    2  506],7,0.3648531123004351,0.8076228357880288,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
single,[4740  506    1    1    1    1],6,0.36478246183567636,0.5373400586002761,"['points', 'climb_total', 'climb/length', 'median_delta']"
average,[ 229    1  508 4512],4,0.3646983492457883,0.7732183608526605,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[ 685  693 3872],3,0.36456719545967553,0.7096112295683156,"['length', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[ 198  783 2752  919  598],5,0.36456449084379633,0.6670583593808997,"['length', 'climb_total', 'median_delta']"
ward,[ 508   53  400 2029  909 1351],6,0.36429256779371477,0.755229231536732,"['points', 'climb/length', 'median_delta']"
single,[   2 5246    1    1],4,0.3641825477117205,0.5848569109151751,"['length', 'median_delta', 'startlist_quality']"
single,[5248    1    1],3,0.364176595494452,0.5985385458561421,"['length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[  55    1  256    1  628 3800    3  506],8,0.3640879350228514,0.8167321008405499,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
single,[   1    1 4741    1   53  453],6,0.36402721905909513,0.570004110379665,"['points', 'length', 'median_delta', 'startlist_quality']"
ward,[ 691  586 2307  508 1158],5,0.3637669149931374,0.6373698773093583,"['points', 'length', 'climb_total', 'median_delta', 'startlist_quality']"
average,[  29  508   82 4631],4,0.3635537970565791,0.7924475994204241,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[ 508  905   60 3777],4,0.3635330570007591,0.8043783632652045,"['points', 'climb_total', 'startlist_quality']"
single,[5245    1    1    1    1    1],6,0.3632682961918817,0.517273402682464,"['length', 'climb_total', 'median_delta']"
single,[5243    1    1    1    1    1    1    1],8,0.36307671724583934,0.517273402682464,"['length', 'climb_total', 'median_delta']"
single,[4742  453   52    1    1    1],6,0.3630755130505604,0.545012695798925,"['points', 'length', 'climb_total', 'median_delta']"
single,[5244    1    1    1    1    1    1],7,0.3627444943698383,0.517273402682464,"['length', 'climb_total', 'median_delta']"
average,[  13   42  508  640 4047],5,0.36251867401792054,0.7809247187934857,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[ 508  631  633  564 2914],5,0.36228183202006037,0.7131359113288437,"['points', 'length', 'climb/length', 'startlist_quality']"
complete,[  56   87  541  508 2990  574  494],7,0.36197621524077267,0.7546519469896821,"['points', 'length', 'climb/length', 'median_delta']"
complete,[  29   78  508  619 2012  391 1613],7,0.36189502742901514,0.6437907507003353,"['points', 'length', 'climb_total', 'climb/length']"
average,[  12   20   22  508 3886  802],6,0.3617925578475195,0.818475803529342,"['points', 'length', 'climb/length', 'startlist_quality']"
ward,[1080  529 3641],3,0.36165772741732777,0.6321961618894612,"['climb_total', 'median_delta', 'startlist_quality']"
ward,[2497   55  810  508  542  838],6,0.36164886687205977,0.6279445431802297,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
average,[  30  508   92 4620],4,0.36148702574893,0.8348932356893539,"['points', 'length', 'climb/length', 'median_delta']"
ward,[ 508  871 1486 2385],4,0.36130367184580464,0.7276846801069429,"['points', 'climb_total', 'startlist_quality']"
average,[  55    1  638 4332   11  213],6,0.3612077176863901,0.7984894591823992,"['length', 'climb_total', 'climb/length', 'median_delta']"
single,[4741    1  453   52    1    1    1],7,0.36073147597876093,0.545012695798925,"['points', 'length', 'climb_total', 'median_delta']"
complete,[  30   26   87  541  508 2990  574  494],8,0.3597977284568557,0.7546519469896821,"['points', 'length', 'climb/length', 'median_delta']"
ward,[1933 1708  508 1101],4,0.359263332767675,0.7398065612348762,"['points', 'climb_total', 'median_delta']"
average,[ 624  134 3376 1116],4,0.35909643390457996,0.7569679615489687,"['length', 'climb_total', 'startlist_quality']"
ward,[1415  746  508 2581],4,0.3586403502242886,0.5610275729786651,"['points', 'length', 'climb_total', 'climb/length']"
average,[   2  506  701  578 3266   21  176],7,0.35793746469537646,0.8101429583930069,"['points', 'length', 'median_delta', 'startlist_quality']"
average,[  29  508   82  576 4055],5,0.35756517702961926,0.7924475994204241,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[  27   28    1  638 4332   11  213],7,0.357550884619444,0.7984894591823992,"['length', 'climb_total', 'climb/length', 'median_delta']"
ward,[ 656 3221  508  865],4,0.35722174072198387,0.7192327789766192,"['points', 'length', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 662   56  717 1591 2224],5,0.35711443834454953,0.6925810125318884,"['length', 'climb_total', 'climb/length']"
ward,[1415  746  508 2004   55  522],6,0.3565006938784237,0.5610275729786651,"['points', 'length', 'climb_total', 'climb/length']"
ward,[ 662   56  717 1591  476 1748],6,0.3562711048047285,0.6925810125318884,"['length', 'climb_total', 'climb/length']"
complete,[ 162   36  783 2752  919  598],6,0.3561614493564618,0.6670583593808997,"['length', 'climb_total', 'median_delta']"
single,[  22    6 4713   53  454    1    1],7,0.35570903857914743,0.5879463538442302,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
ward,[1933 1708  508  331  770],5,0.35565938049526813,0.7398065612348762,"['points', 'climb_total', 'median_delta']"
complete,[  28  226  209 4787],4,0.35539165536180756,0.7115806485839256,"['length', 'climb/length', 'median_delta']"
single,[4740    1    1   53  199  254    1    1],8,0.35537967143800836,0.5807048766712455,"['points', 'climb/length', 'median_delta']"
single,[  21    1    6 4713   53  454    1    1],8,0.35501749407741623,0.5879463538442302,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
average,[   2  506  542 3932    1  227   40],7,0.35447586923087737,0.8466127492428348,"['points', 'median_delta', 'startlist_quality']"
ward,[ 508  453 2029 2260],4,0.3542070037698396,0.755229231536732,"['points', 'climb/length', 'median_delta']"
average,[  27   28    1  638 3230 1102   11  213],8,0.3538761236295962,0.7984894591823992,"['length', 'climb_total', 'climb/length', 'median_delta']"
average,[4426  733   57   12   22],5,0.3537986354309433,0.7574632341305175,"['length', 'climb/length', 'startlist_quality']"
complete,[ 124  966 4160],3,0.3537747545123334,0.6562891248649975,"['climb_total', 'climb/length', 'startlist_quality']"
complete,[  80  531 3641  998],4,0.3536703053315343,0.7507726753156932,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
average,[4618  631    1],3,0.35355738930408465,0.755850987404212,"['length', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[ 508  453 2029  909 1351],5,0.3533084190314152,0.755229231536732,"['points', 'climb/length', 'median_delta']"
ward,[ 743  696 3811],3,0.35301500381077316,0.5753332093357181,"['length', 'climb/length', 'startlist_quality']"
average,[5248    1    1],3,0.3526937714510849,0.7819670240211375,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[1415  746  508 2004  577],5,0.35268583329530256,0.5610275729786651,"['points', 'length', 'climb_total', 'climb/length']"
ward,[2497  865  508  542  838],5,0.3524943733466651,0.6279445431802297,"['points', 'length', 'climb_total', 'climb/length', 'median_delta']"
ward,[ 508  314 1035  686  861  323 1523],7,0.3524697987948719,0.7477734020947466,"['points', 'length', 'median_delta']"
average,[  57    5  265    1 4414  508],6,0.3521234876865948,0.7972674724321313,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[4741    1   52    1  200  254    1],7,0.3519745461025976,0.6461705991799473,"['points', 'climb_total', 'startlist_quality']"
average,[   2  506  125  576  578 3266   21  176],8,0.3516839702930464,0.8101429583930069,"['points', 'length', 'median_delta', 'startlist_quality']"
ward,[ 508  484  387 1486 2385],5,0.35161697868436353,0.7276846801069429,"['points', 'climb_total', 'startlist_quality']"
single,[4740    1    1  453   52    1    1    1],8,0.3514386637997889,0.545012695798925,"['points', 'length', 'climb_total', 'median_delta']"
complete,[ 232   33  102  193 3676 1014],6,0.35143296803449076,0.7050285641136939,"['climb/length', 'median_delta', 'startlist_quality']"
average,[ 708 3910  631    1],4,0.35123570426715633,0.755850987404212,"['length', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[ 685  693  515 3357],4,0.3510401421338141,0.7096112295683156,"['length', 'climb_total', 'median_delta', 'startlist_quality']"
complete,[ 232   11   22  102  193 3676 1014],7,0.35097028501894717,0.7050285641136939,"['climb/length', 'median_delta', 'startlist_quality']"
average,[  36 4078 1113   22    1],5,0.350965637631404,0.7235966603965633,"['climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
complete,[  28  226  209  620  827 3340],6,0.3505296841266651,0.7115806485839256,"['length', 'climb/length', 'median_delta']"
ward,[ 508 1624 2113  223  782],5,0.3502755505054098,0.7542873365938703,"['points', 'length', 'climb/length']"
average,[  15   42    5  265    1 4414  508],7,0.35000141760789344,0.7972674724321313,"['points', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
average,[   6   23  508   20   62  576  653 3402],8,0.34998857382526166,0.7924475994204241,"['points', 'climb_total', 'climb/length', 'startlist_quality']"
single,[ 453   53 4741    1    1    1],6,0.34997893511548783,0.5600640372432811,"['points', 'length', 'climb/length', 'median_delta']"
ward,[ 662   56  717  696  895  476 1748],7,0.3495204061339411,0.6925810125318884,"['length', 'climb_total', 'climb/length']"
complete,[ 232   33  295 3676 1014],5,0.3494367169745039,0.7050285641136939,"['climb/length', 'median_delta', 'startlist_quality']"
complete,[ 107  508 2631 2004],4,0.34938535205437193,0.6437907507003353,"['points', 'length', 'climb_total', 'climb/length']"
complete,[  27   29  117  391  790 1631 2265],7,0.34928050713330944,0.7979311454580628,"['points', 'climb_total', 'climb/length']"
ward,[ 662  773 1591 2224],4,0.3491849341009852,0.6925810125318884,"['length', 'climb_total', 'climb/length']"
ward,[  56  951 1367 2876],4,0.3491249898829899,0.6873650444954112,"['climb_total', 'climb/length', 'median_delta']"
complete,[  80  531 3641  490  508],5,0.3491219756470712,0.7507726753156932,"['points', 'climb_total', 'median_delta', 'startlist_quality']"
ward,[ 508  781 3961],3,0.34865159522821515,0.6887478822711822,"['points', 'length', 'climb_total', 'climb/length', 'startlist_quality']"
average,[   2  435   71  542 3932    1  227   40],8,0.348126783495167,0.8466127492428348,"['points', 'median_delta', 'startlist_quality']"
complete,[  65 4469  716],3,0.3474118402108403,0.6564431872374078,"['length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
single,[ 453   53 4740    1    1    1    1],7,0.3471395797453667,0.5600640372432811,"['points', 'length', 'climb/length', 'median_delta']"
single,[4742  453   53    1    1],5,0.3470654069673208,0.5724983625872333,"['points', 'climb/length', 'median_delta', 'startlist_quality']"
ward,[ 508  102  605  593 1194 2248],6,0.34706254711755313,0.8275380545611692,"['points', 'length', 'startlist_quality']"
ward,[2161  508 2581],3,0.34667168751963523,0.5610275729786651,"['points', 'length', 'climb_total', 'climb/length']"
average,[  48  372  508 4322],4,0.34634827339842184,0.7655135120433892,"['points', 'length', 'climb_total', 'climb/length', 'median_delta', 'startlist_quality']"
