_url,name,points,uci_points,length,climb_total,profile,startlist_quality,average_temperature,is_tarmac,is_cobbled,is_gravel,climb/length
itzulia-basque-country/2017/stage-1,Vuelta al País Vasco,50,50,153300,1822,2,811,,1,0,0,0.011885192433137638
tour-de-france/1985/stage-17,Tour de France,100,,209500,5000,5,1470,,1,0,0,0.02386634844868735
vuelta-a-espana/2003/stage-7,Vuelta a España,80,,190000,4432,5,935,,1,0,0,0.023326315789473685
omloop-het-nieuwsblad/1974/result,Omloop Het Volk,125,,193000,,,615,,0,0,0,
paris-nice/1976/stage-3,Paris - Nice,50,,129000,,,779,,1,0,0,
tour-de-suisse/1991/stage-5,Tour de Suisse,50,,22400,,,796,,1,0,0,
giro-d-italia/2000/stage-3,Giro d'Italia,80,,177000,2507,2,866,,1,0,0,0.014163841807909604
dauphine/2003/stage-7,Critérium du Dauphiné Libéré,50,,174000,,,572,,1,0,0,
tour-de-france/2003/stage-19,Tour de France,100,,49000,395,1,1688,,1,0,0,0.008061224489795918
tour-de-suisse/1990/stage-3,Tour de Suisse,50,,162000,,,767,,1,0,0,
giro-d-italia/2022/stage-6,Giro d'Italia,80,100,192000,1498,2,817,21,1,0,0,0.007802083333333334
giro-d-italia/1993/stage-4,Giro d'Italia,80,,179000,,,1089,,1,0,0,
vuelta-a-espana/1996/stage-8,Vuelta a España,80,,220000,1842,,988,,1,0,0,0.008372727272727273
omloop-het-nieuwsblad/1988/result,Omloop Het Volk,125,,246000,,,649,,0,0,0,
tour-de-france/2021/stage-5,Tour de France,100,120,27200,356,1,1646,,1,0,0,0.013088235294117647
tour-de-suisse/1979/stage-9b,Tour de Suisse,50,,20000,,,538,,1,0,0,
dwars-door-vlaanderen/2018/result,Dwars door Vlaanderen - A travers la Flandre ME,225,300,180000,1313,2,853,,0,0,0,0.0072944444444444445
e3-harelbeke/2013/result,E3 Prijs Vlaanderen - Harelbeke,225,,211000,1899,2,775,,0,0,0,0.009
e3-harelbeke/1975/result,E3-Prijs Harelbeke,125,,226000,,,261,,0,0,0,
giro-d-italia/2002/stage-6,Giro d'Italia,80,,190000,2357,2,920,,1,0,0,0.012405263157894737
vuelta-a-espana/2022/stage-14,La Vuelta ciclista a España,80,100,160300,3312,5,968,30,1,0,0,0.02066126013724267
world-championship/1988/result,World Championships - Road Race,350,,274000,3689,,1677,,0,0,0,0.013463503649635037
tour-de-france/1995/stage-10,Tour de France,100,,159000,5500,5,1871,,1,0,0,0.03459119496855346
giro-d-italia/2017/stage-20,Giro d'Italia,80,100,190000,3721,4,881,,1,0,0,0.01958421052631579
tour-de-suisse/2001/stage-9,Tour de Suisse,50,,175900,,,873,,1,0,0,
amstel-gold-race/2001/result,Amstel Gold Race,225,,257000,,,1115,,0,0,0,
giro-d-italia/1990/stage-8,Giro d'Italia,80,,188000,,,1061,,1,0,0,
giro-d-italia/2021/stage-16,Giro d'Italia,80,100,153000,3942,4,885,,1,0,0,0.02576470588235294
volta-a-catalunya/2007/stage-2,Volta Ciclista a Catalunya,50,,170000,,2,816,,1,0,0,
tour-de-france/2005/stage-1,Tour de France,50,,19000,27,1,1535,,1,0,0,0.0014210526315789475
giro-d-italia/2000/stage-18,Giro d'Italia,80,,176000,3725,5,866,,1,0,0,0.021164772727272727
tour-de-france/2000/stage-6,Tour de France,100,,198500,1522,1,1437,,1,0,0,0.007667506297229219
tour-de-romandie/1990/stage-4,Tour de Romandie,50,,191000,,,684,,1,0,0,
vuelta-a-espana/2005/stage-1,Vuelta a España,80,,7000,162,1,960,,1,0,0,0.023142857142857142
omloop-het-nieuwsblad/2015/result,Omloop Het Nieuwsblad ME,125,,200200,,2,590,,0,0,0,
il-lombardia/1986/result,Giro di Lombardia,275,,262000,,,427,,0,0,0,
vuelta-a-espana/2012/stage-7,Vuelta a España,80,16,160000,1300,2,852,,1,0,0,0.008125
volta-a-catalunya/2014/stage-7,Volta Ciclista a Catalunya,50,6,120700,1838,2,896,,1,0,0,0.015227837613918807
giro-d-italia/2009/stage-5,Giro d'Italia,80,,125000,2851,5,975,,1,0,0,0.022808
giro-d-italia/2004/stage-9,Giro d'Italia,80,,142000,867,2,621,,1,0,0,0.0061056338028169016
vuelta-a-espana/2013/stage-6,Vuelta a España,80,16,175000,1620,1,1128,,1,0,0,0.009257142857142858
giro-d-italia/2019/stage-3,Giro d'Italia,80,100,220000,1790,2,896,,1,0,0,0.008136363636363636
milano-sanremo/2021/result,Milano-Sanremo,275,500,299000,2020,2,1088,,0,0,0,0.0067558528428093645
tour-de-romandie/2014/stage-1,Tour de Romandie,50,6,88600,1012,4,847,,1,0,0,0.011422121896162528
vuelta-a-espana/1995/stage-13,Vuelta a España,80,,181000,1311,,883,,1,0,0,0.007243093922651934
tour-de-france/1978/stage-1a,Tour de France,100,,135000,438,1,1241,,1,0,0,0.0032444444444444443
tour-de-suisse/1974/stage-8,Tour de Suisse,50,,197000,,,541,,1,0,0,
dauphine/1983/stage-1,Critérium du Dauphiné Libéré,50,,186000,,,621,,1,0,0,
tirreno-adriatico/1992/stage-7,Tirreno-Adriatico,50,,18300,,,638,,1,0,0,
tour-de-france/2004/stage-10,Tour de France,100,,237000,4500,3,1555,,1,0,0,0.0189873417721519
volta-a-catalunya/1998/stage-5,Volta Ciclista a Catalunya,50,,18000,,,859,,1,0,0,
tour-de-suisse/1990/stage-11,Tour de Suisse,50,,173500,,,767,,1,0,0,
tour-de-suisse/1979/stage-5,Tour de Suisse,50,,160000,,,538,,1,0,0,
tour-de-france/2013/stage-5,Tour de France,100,20,228500,2775,2,1690,,1,0,0,0.012144420131291028
paris-nice/2015/stage-5,Paris - Nice,50,6,192000,1789,3,1225,,1,0,0,0.009317708333333334
itzulia-basque-country/2022/stage-2,Itzulia Basque Country,50,50,207920,2625,2,741,11,1,0,0,0.012625048095421317
liege-bastogne-liege/2021/result,Liège-Bastogne-Liège,275,500,259100,4352,2,1147,,0,0,0,0.01679660362794288
tour-de-france/1984/stage-7,Tour de France,100,,67000,606,1,1632,,1,0,0,0.009044776119402985
vuelta-a-espana/1988/stage-12,Vuelta a España,80,,197500,3353,,828,,1,0,0,0.01697721518987342
vuelta-a-espana/2014/stage-4,Vuelta a España,80,16,164700,1474,1,1175,,1,0,0,0.008949605343047966
paris-nice/2006/stage-3,Paris - Nice,50,,168500,,4,795,,1,0,0,
paris-roubaix/2015/result,Paris - Roubaix,275,,253500,1033,1,815,,0,0,0,0.004074950690335305
tour-de-suisse/1992/stage-8,Tour de Suisse,50,,237000,,,533,,1,0,0,
volta-a-catalunya/2000/stage-5,Volta a Catalunya,50,,159000,,,697,,1,0,0,
giro-d-italia/2019/stage-13,Giro d'Italia,80,100,196000,5187,5,896,,1,0,0,0.026464285714285714
tirreno-adriatico/1996/stage-7,Tirreno-Adriatico,50,,174000,,,585,,1,0,0,
tour-de-suisse/1989/stage-1,Tour de Suisse,50,,148000,,,604,,1,0,0,
tour-de-france/1992/stage-21,Tour de France,100,,141000,1808,2,2047,,1,0,0,0.012822695035460992
tour-de-france/1990/stage-21,Tour de France,100,,182500,1285,1,1959,,1,0,0,0.007041095890410959
tour-de-france/1994/stage-13,Tour de France,100,,223000,1848,1,1731,,1,0,0,0.008286995515695067
tour-de-suisse/2021/stage-6,Tour de Suisse,50,60,130100,2719,4,670,,1,0,0,0.020899308224442737
vuelta-a-espana/2007/stage-7,Vuelta a España,80,,176300,1792,1,995,,1,0,0,0.010164492342597845
tour-de-france/1978/stage-22,Tour de France,100,,162000,1774,1,1241,,1,0,0,0.010950617283950618
tour-de-france/2013/stage-16,Tour de France,100,20,168000,3073,4,1690,,1,0,0,0.018291666666666668
vuelta-a-espana/2012/stage-17,Vuelta a España,80,16,187300,3834,5,852,,1,0,0,0.0204698344901228
tirreno-adriatico/2019/stage-4,Tirreno-Adriatico,50,60,221000,3350,2,1067,,1,0,0,0.015158371040723982
vuelta-a-espana/2007/stage-19,Vuelta a España,80,,133000,3294,5,995,,1,0,0,0.024766917293233083
tour-de-france/2011/stage-16,Tour de France,100,20,162500,2372,4,1713,,1,0,0,0.014596923076923077
tour-de-france/2018/stage-9,Tour de France,100,120,156500,618,1,1689,,1,0,0,0.00394888178913738
vuelta-a-espana/2014/stage-7,Vuelta a España,80,16,169000,2744,3,1175,,1,0,0,0.016236686390532544
paris-nice/2003/stage-1,Paris - Nice,50,,191000,,,831,,1,0,0,
vuelta-a-espana/1985/stage-17,Vuelta a España,80,,43000,531,,925,,1,0,0,0.012348837209302325
volta-a-catalunya/2003/stage-3,Volta a Catalunya,50,,216600,,,515,,1,0,0,
giro-d-italia/1996/stage-1,Giro d'Italia,80,,170000,1355,,1034,,1,0,0,0.007970588235294118
giro-d-italia/2001/stage-10,Giro d'Italia,80,,212000,1400,2,920,,1,0,0,0.006603773584905661
tour-de-france/1996/stage-1,Tour de France,100,,209000,1139,1,1872,,1,0,0,0.005449760765550239
e3-harelbeke/2010/result,E3 Prijs Vlaanderen,125,,203000,,2,699,,0,0,0,
amstel-gold-race/2000/result,Amstel Gold Race,225,,257000,,,1352,,0,0,0,
giro-d-italia/1995/stage-8,Giro d'Italia,80,,209000,,,1365,,1,0,0,
tour-de-suisse/2015/stage-2,Tour de Suisse,50,6,161100,2023,2,1048,,1,0,0,0.01255741775294848
giro-d-italia/2009/stage-16,Giro d'Italia,80,,237000,5699,5,975,,1,0,0,0.024046413502109704
vuelta-a-espana/1993/stage-7,Vuelta a España,80,,184000,1705,,819,,1,0,0,0.009266304347826087
vuelta-a-espana/2003/stage-21,Vuelta a España,80,,145800,898,1,935,,1,0,0,0.006159122085048011
paris-nice/1984/stage-4a,Paris - Nice,50,,64000,,,778,,1,0,0,
giro-d-italia/2006/stage-20,Giro d'Italia,80,,140000,430,1,997,,1,0,0,0.0030714285714285713
tour-de-suisse/1978/stage-1,Tour de Suisse,50,,197500,,,691,,1,0,0,
itzulia-basque-country/2013/stage-1,Vuelta Ciclista al País Vasco,50,6,156500,2729,4,927,,1,0,0,0.017437699680511183
volta-a-catalunya/1977/stage-3b,Volta Ciclista a Catalunya,50,,78800,,,490,,1,0,0,
volta-a-catalunya/2002/stage-6,Volta a Catalunya,50,,180100,,,431,,1,0,0,
tour-de-suisse/1995/prologue,Tour de Suisse,50,,7100,,,764,,1,0,0,
tour-de-france/1997/stage-21,Tour de France,100,,149500,1630,1,1994,,1,0,0,0.010903010033444816
vuelta-a-espana/1993/stage-3,Vuelta a España,80,,171400,2178,,819,,1,0,0,0.012707117852975496
volta-a-catalunya/1992/stage-2,Volta Ciclista a Catalunya,50,,202300,,,758,,1,0,0,
vuelta-a-espana/2018/stage-16,La Vuelta ciclista a España,80,100,32000,501,1,1036,,1,0,0,0.01565625
paris-nice/1983/stage-6,Paris - Nice,50,,173000,,,658,,1,0,0,
volta-a-catalunya/1983/stage-7b,Volta Ciclista a Catalunya,50,,33000,,,583,,1,0,0,
vuelta-a-espana/1985/prologue,Vuelta a España,80,,5600,99,,925,,1,0,0,0.01767857142857143
itzulia-basque-country/2015/stage-5,Vuelta Ciclista al País Vasco,50,6,155500,3377,3,970,,1,0,0,0.021717041800643086
tour-de-suisse/2006/stage-8,Tour de Suisse,50,,166300,,,972,,1,0,0,
amstel-gold-race/2008/result,Amstel Gold Race,225,,257400,,,1045,,0,0,0,
giro-d-italia/2018/stage-19,Giro d'Italia,80,100,184000,5216,5,838,,1,0,0,0.02834782608695652
giro-d-italia/1991/stage-2a,Giro d'Italia,80,,127000,,,908,,1,0,0,
dauphine/2000/stage-3,Criterium du Dauphiné Libére,50,,35700,,,494,,1,0,0,
giro-d-italia/2001/stage-9,Giro d'Italia,80,,142000,153,1,920,,1,0,0,0.0010774647887323943
giro-d-italia/2005/stage-8,Giro d'Italia,50,,45000,579,2,929,,1,0,0,0.012866666666666667
tour-de-france/1980/stage-15,Tour de France,100,,160000,1057,3,1224,,1,0,0,0.00660625
giro-d-italia/2015/stage-10,Giro d'Italia,80,16,200000,841,1,861,,1,0,0,0.004205
giro-d-italia/2019/stage-6,Giro d'Italia,80,100,238000,2881,2,896,,1,0,0,0.012105042016806723
tour-de-romandie/2019/stage-5,Tour de Romandie,50,60,16850,162,1,570,,1,0,0,0.009614243323442136
giro-d-italia/1990/stage-18,Giro d'Italia,80,,180000,,,1061,,1,0,0,
itzulia-basque-country/2003/stage-1,Vuelta al País Vasco,50,,129000,,,910,,1,0,0,
giro-d-italia/2018/stage-8,Giro d'Italia,80,100,209000,3248,5,838,,1,0,0,0.01554066985645933
tour-de-france/1994/stage-14,Tour de France,100,,202000,2500,2,1731,,1,0,0,0.012376237623762377
dauphine/1977/prologue,Critérium du Dauphiné Libéré,50,,5000,,,809,,1,0,0,
dauphine/2014/stage-6,Critérium du Dauphiné,50,6,178500,1967,2,941,,1,0,0,0.011019607843137255
paris-nice/1982/stage-6,Paris - Nice,50,,185000,,,721,,1,0,0,
paris-nice/2020/stage-2,Paris - Nice,50,60,166500,1173,1,1082,,1,0,0,0.007045045045045045
giro-d-italia/2007/stage-19,Giro d'Italia,80,,178000,2710,4,844,,1,0,0,0.015224719101123595
vuelta-a-espana/2012/stage-3,Vuelta a España,80,16,153000,2470,4,852,,1,0,0,0.0161437908496732
tour-de-suisse/2022/stage-3,Tour de Suisse,50,60,176900,3125,2,767,26,1,0,0,0.017665347654041832
tour-de-france/2008/stage-11,Tour de France,100,,167500,2863,4,1520,,1,0,0,0.017092537313432837
itzulia-basque-country/2014/stage-4,Vuelta Ciclista al País Vasco,50,6,151000,2821,2,912,,1,0,0,0.01868211920529801
tour-de-france/1983/stage-7,Tour de France,100,,216000,881,1,1269,,1,0,0,0.004078703703703703
tour-de-france/1983/stage-12,Tour de France,100,,254000,2500,3,1269,,1,0,0,0.00984251968503937
paris-nice/1998/stage-3,Paris - Nice,50,,194500,,,960,,1,0,0,
tirreno-adriatico/2007/stage-5,Tirreno-Adriatico,50,,20500,,2,1148,,1,0,0,
giro-d-italia/2006/stage-6,Giro d'Italia,80,,236000,4513,5,997,,1,0,0,0.0191228813559322
tirreno-adriatico/1995/stage-4,Tirreno-Adriatico,50,,200000,,,749,,1,0,0,
dauphine/1993/stage-1,Critérium du Dauphiné Libéré,50,,188000,,,386,,1,0,0,
la-fleche-wallone/2008/result,La Flèche Wallonne,225,,200000,,3,1070,,0,0,0,
vuelta-a-espana/2022/stage-11,La Vuelta ciclista a España,80,100,191200,1592,1,968,30,1,0,0,0.008326359832635983
tour-de-france/2004/stage-11,Tour de France,100,,164000,3248,2,1555,,1,0,0,0.019804878048780488
tour-de-france/1981/stage-22,Tour de France,100,,186800,2180,1,1362,,1,0,0,0.011670235546038544
tour-de-suisse/2006/stage-4,Tour de Suisse,50,,161300,,,972,,1,0,0,
giro-d-italia/2006/stage-15,Giro d'Italia,80,,173000,3405,5,997,,1,0,0,0.019682080924855492
vuelta-a-espana/1981/stage-5,Vuelta a España,80,,152000,,,457,,1,0,0,
tirreno-adriatico/2008/stage-7,Tirreno-Adriatico,50,,176000,,1,1136,,1,0,0,
tirreno-adriatico/2009/stage-4,Tirreno-Adriatico,50,,171000,2307,3,1206,,1,0,0,0.01349122807017544
dauphine/2008/stage-3,Critérium du Dauphiné Libéré,50,,184000,,,644,,1,0,0,
itzulia-basque-country/2017/stage-2,Vuelta al País Vasco,50,50,173400,2496,4,811,,1,0,0,0.01439446366782007
vuelta-a-espana/2021/stage-16,La Vuelta ciclista a España,80,100,180000,2279,2,1023,24,1,0,0,0.01266111111111111
tour-de-romandie/1994/stage-4,Tour de Romandie,50,,101100,,,780,,1,0,0,
giro-d-italia/2020/stage-5,Giro d'Italia,80,100,225000,4705,4,765,,1,0,0,0.02091111111111111
tour-de-suisse/1986/stage-9,Tour de Suisse,50,,195000,,,835,,1,0,0,
vuelta-a-espana/1996/stage-15,Vuelta a España,80,,220000,4265,,988,,1,0,0,0.019386363636363636
vuelta-a-espana/2005/stage-19,Vuelta a España,80,,142900,2287,2,960,,1,0,0,0.016004198740377888
itzulia-basque-country/2022/stage-6,Itzulia Basque Country,50,50,135700,3636,3,741,13,1,0,0,0.02679439941046426
tirreno-adriatico/1978/prologue,Tirreno-Adriatico,50,,8000,,,512,,1,0,0,
tour-de-france/2007/stage-16,Tour de France,100,,218500,6031,5,1612,,1,0,0,0.02760183066361556
vuelta-a-espana/1991/stage-7,Vuelta a España,80,,188000,1964,,1042,,1,0,0,0.010446808510638297
volta-a-catalunya/2016/stage-5,Volta Ciclista a Catalunya,50,50,187200,2280,2,1045,,1,0,0,0.01217948717948718
tour-de-romandie/2008/prologue,Tour de Romandie,50,,1900,,1,590,,1,0,0,
dauphine/2004/stage-5,Critérium du Dauphiné Libéré,50,,149000,,,737,,1,0,0,
giro-d-italia/1992/stage-14,Giro d'Italia,80,,171000,,,953,,1,0,0,
paris-nice/1970/stage-6,Paris - Nice,50,,126000,,,1121,,1,0,0,
vuelta-a-espana/1989/stage-10,Vuelta a España,80,,202000,2000,,803,,1,0,0,0.009900990099009901
tour-de-france/2004/stage-13,Tour de France,70,,205500,5500,5,1555,,1,0,0,0.0267639902676399
vuelta-a-espana/1996/stage-2,Vuelta a España,80,,210000,2390,,988,,1,0,0,0.01138095238095238
tour-de-suisse/1977/stage-4,Tour de Suisse,50,,227000,,,627,,1,0,0,
giro-d-italia/2007/stage-8,Giro d'Italia,80,,197000,2906,2,844,,1,0,0,0.014751269035532994
paris-nice/2012/stage-8,Paris - Nice,50,6,9600,511,,1079,,1,0,0,0.05322916666666667
tour-de-suisse/2000/stage-2,Tour de Suisse,50,,197000,,,895,,1,0,0,
vuelta-a-espana/2003/stage-6,Vuelta a España,80,,43800,305,1,935,,1,0,0,0.0069634703196347035
vuelta-a-espana/2005/stage-7,Vuelta a España,80,,212500,2754,1,960,,1,0,0,0.01296
tour-de-suisse/1981/stage-3b,Tour de Suisse,50,,12000,,,516,,1,0,0,
giro-d-italia/2001/stage-1,Giro d'Italia,80,,202000,2822,2,920,,1,0,0,0.01397029702970297
gp-quebec/2018/result,Grand Prix Cycliste de Québec,225,500,201600,2508,3,742,,0,0,0,0.012440476190476191
tour-de-suisse/1994/stage-4,Tour de Suisse,50,,207500,,,616,,1,0,0,
amstel-gold-race/1973/result,Amstel Gold Race,225,,238000,,,441,,0,0,0,
paris-nice/2013/stage-6,Paris - Nice,50,6,220000,3210,4,917,,1,0,0,0.01459090909090909
vuelta-a-espana/1991/stage-9,Vuelta a España,80,,140000,1435,,1042,,1,0,0,0.01025
volta-a-catalunya/1997/stage-7,Volta Ciclista a Catalunya,50,,234000,,,419,,1,0,0,
tirreno-adriatico/1993/stage-5,Tirreno-Adriatico,50,,163000,,,568,,1,0,0,
ronde-van-vlaanderen/2002/result,Ronde van Vlaanderen / Tour des Flandres,275,,264000,,2,748,,0,0,0,
vuelta-a-espana/2012/stage-16,Vuelta a España,80,16,185000,5159,5,852,,1,0,0,0.027886486486486485
dauphine/1987/stage-1,Critérium du Dauphiné Libéré,50,,202000,,,505,,1,0,0,
tour-de-france/1989/stage-18,Tour de France,100,,91500,2560,5,1849,,1,0,0,0.027978142076502732
giro-d-italia/2006/stage-10,Giro d'Italia,50,,50000,69,1,997,,1,0,0,0.00138
vuelta-a-espana/2000/stage-3,Vuelta a España,80,,198000,1495,,981,,1,0,0,0.0075505050505050506
giro-d-italia/2003/stage-2,Giro d'Italia,80,,177000,1057,2,734,,1,0,0,0.005971751412429379
paris-roubaix/1991/result,Paris - Roubaix,275,,266000,,,861,,0,0,0,
paris-nice/1970/stage-8b,Paris - Nice,50,,9500,,,1121,,1,0,0,
vuelta-a-espana/2009/stage-18,Vuelta a España,80,,165000,3363,4,1220,,1,0,0,0.02038181818181818
e3-harelbeke/2007/result,E3 Prijs Vlaanderen,125,,203000,,2,821,,0,0,0,
dauphine/1992/stage-1,Critérium du Dauphiné Libéré,50,,147800,,,492,,1,0,0,
giro-d-italia/2006/prologue,Giro d'Italia,80,,6200,171,1,997,,1,0,0,0.027580645161290322
la-fleche-wallone/1975/result,La Flèche Wallonne,225,,225000,,,763,,0,0,0,
tour-de-suisse/2011/stage-8,Tour de Suisse,50,6,167300,,,972,,1,0,0,
vuelta-a-espana/2020/stage-18,La Vuelta ciclista a España,80,100,139600,1492,2,692,,1,0,0,0.010687679083094556
tour-de-france/1984/stage-18,Tour de France,100,,185000,6000,5,1632,,1,0,0,0.032432432432432434
liege-bastogne-liege/1994/result,Liège - Bastogne - Liège,275,,268500,,,997,,0,0,0,
volta-a-catalunya/1996/stage-5,Volta Ciclista a Catalunya,50,,188000,3742,,327,,1,0,0,0.019904255319148936
tour-de-romandie/2021/prologue,Tour de Romandie,50,60,4050,82,1,560,,1,0,0,0.020246913580246915
paris-nice/1976/stage-7a,Paris - Nice,50,,78000,,,779,,1,0,0,
volta-a-catalunya/2008/stage-2,Volta Ciclista a Catalunya,50,,191900,,4,616,,1,0,0,
e3-harelbeke/2016/result,E3 Harelbeke,225,400,206000,1779,2,697,,0,0,0,0.008635922330097088
giro-d-italia/2017/stage-11,Giro d'Italia,80,100,161000,3912,4,881,,1,0,0,0.024298136645962733
e3-harelbeke/1995/result,E3-Prijs Harelbeke,125,,206000,,,341,,0,0,0,
giro-d-italia/2003/stage-4,Giro d'Italia,80,,170000,1810,2,734,,1,0,0,0.010647058823529412
la-fleche-wallone/2001/result,La Flèche Wallonne,225,,198000,,3,896,,0,0,0,
tour-de-france/2013/stage-13,Tour de France,100,20,173000,1036,1,1690,,1,0,0,0.005988439306358381
tour-de-france/1996/stage-5,Tour de France,100,,242000,2518,1,1872,,1,0,0,0.01040495867768595
tirreno-adriatico/2017/stage-7,Tirreno-Adriatico,50,60,10050,13,1,1036,,1,0,0,0.0012935323383084577
giro-d-italia/2017/stage-18,Giro d'Italia,80,100,137000,3961,5,881,,1,0,0,0.028912408759124087
tour-de-suisse/1993/stage-7,Tour de Suisse,50,,185000,,,655,,1,0,0,
giro-d-italia/2018/stage-4,Giro d'Italia,80,100,202000,3428,3,838,,1,0,0,0.01697029702970297
tour-de-romandie/1998/stage-3,Tour de Romandie,50,,151100,,,857,,1,0,0,
tour-de-suisse/1971/stage-3b,Tour de Suisse,50,,7000,,,302,,1,0,0,
volta-a-catalunya/1999/stage-2,Volta Ciclista a Catalunya,50,,172500,,,804,,1,0,0,
tour-de-france/2005/stage-2,Tour de France,100,,182000,432,1,1535,,1,0,0,0.0023736263736263735
tour-de-france/1992/stage-20,Tour de France,100,,222000,1489,2,2047,,1,0,0,0.006707207207207207
giro-d-italia/2012/stage-13,Giro d'Italia,80,16,121000,1740,1,886,,1,0,0,0.0143801652892562
tour-de-france/1982/stage-14,Tour de France,100,,32000,551,3,1492,,1,0,0,0.01721875
giro-d-italia/2008/stage-15,Giro d'Italia,80,,153000,4864,5,1058,,1,0,0,0.031790849673202615
giro-d-italia/1990/stage-4a,Giro d'Italia,80,,31000,,,1061,,1,0,0,
tour-de-france/1978/stage-18,Tour de France,100,,137000,2500,3,1241,,1,0,0,0.01824817518248175
volta-a-catalunya/1998/stage-3,Volta Ciclista a Catalunya,50,,151300,,,859,,1,0,0,
paris-nice/2020/stage-4,Paris - Nice,50,60,15100,225,2,1082,,1,0,0,0.014900662251655629
liege-bastogne-liege/1979/result,Liège - Bastogne - Liège,275,,241700,,,602,,0,0,0,
giro-d-italia/2007/stage-5,Giro d'Italia,80,,173000,1720,2,844,,1,0,0,0.009942196531791908
dauphine/2014/stage-4,Critérium du Dauphiné,50,6,169500,2290,2,941,,1,0,0,0.013510324483775812
tour-de-france/1984/stage-2,Tour de France,100,,250000,2397,1,1632,,1,0,0,0.009588
tour-de-france/2012/stage-13,Tour de France,100,20,217000,1795,1,1703,,1,0,0,0.00827188940092166
tour-de-france/1994/stage-5,Tour de France,100,,187000,2223,1,1731,,1,0,0,0.011887700534759358
paris-nice/2007/stage-5,Paris - Nice,50,,178000,,2,823,,1,0,0,
tour-de-suisse/1993/stage-9,Tour de Suisse,50,,178700,,,655,,1,0,0,
gp-montreal/2015/result,Grand Prix Cycliste de Montréal,225,,205600,,2,888,,0,0,0,
vuelta-a-espana/2007/stage-13,Vuelta a España,80,,176400,1240,1,995,,1,0,0,0.007029478458049887
tour-de-france/1987/stage-17,Tour de France,100,,229000,2500,2,1812,,1,0,0,0.010917030567685589
vuelta-a-espana/2001/stage-3,Vuelta a España,80,,140500,567,1,971,,1,0,0,0.004035587188612099
paris-nice/1970/stage-8a,Paris - Nice,50,,108000,,,1121,,1,0,0,
vuelta-a-espana/1994/stage-1,Vuelta a España,80,,9000,65,,791,,1,0,0,0.007222222222222222
giro-d-italia/2007/stage-15,Giro d'Italia,80,,184000,5159,5,844,,1,0,0,0.02803804347826087
vuelta-a-espana/2005/stage-18,Vuelta a España,80,,197500,3625,4,960,,1,0,0,0.018354430379746836
giro-d-italia/1991/stage-12,Giro d'Italia,80,,182000,,,908,,1,0,0,
vuelta-a-espana/2002/stage-20,Vuelta a España,80,,141200,1059,1,1084,,1,0,0,0.0075
volta-a-catalunya/2006/stage-5,Volta Ciclista a Catalunya,50,,161500,,2,882,,1,0,0,
volta-a-catalunya/2002/stage-3,Volta a Catalunya,50,,10800,,,431,,1,0,0,
giro-d-italia/2015/stage-11,Giro d'Italia,80,16,153000,2949,2,861,,1,0,0,0.019274509803921567
giro-d-italia/2014/stage-16,Giro d'Italia,80,16,139000,4545,5,892,,1,0,0,0.03269784172661871
liege-bastogne-liege/1988/result,Liège - Bastogne - Liège,275,,260000,,,808,,0,0,0,
liege-bastogne-liege/1970/result,Liège - Bastogne - Liège,275,,235000,,,451,,0,0,0,
vuelta-a-espana/2001/stage-2,Vuelta a España,80,,147200,673,1,971,,1,0,0,0.004572010869565217
vuelta-a-espana/2009/stage-12,Vuelta a España,80,,179300,5234,5,1220,,1,0,0,0.029191299498047964
tour-de-france/2019/stage-12,Tour de France,100,120,209500,3088,4,1699,,1,0,0,0.014739856801909307
amstel-gold-race/2010/result,Amstel Gold Race,225,,257000,,,1012,,0,0,0,
itzulia-basque-country/2014/stage-1,Vuelta Ciclista al País Vasco,50,6,153400,2994,2,912,,1,0,0,0.01951760104302477
amstel-gold-race/1970/result,Amstel Gold Race,225,,240000,,,372,,0,0,0,
tour-de-france/1987/stage-19,Tour de France,100,,185000,4842,4,1812,,1,0,0,0.026172972972972972
itzulia-basque-country/2014/stage-6,Vuelta Ciclista al País Vasco,50,6,25900,664,2,912,,1,0,0,0.025637065637065637
vuelta-a-espana/1995/stage-9,Vuelta a España,80,,122500,2247,,883,,1,0,0,0.018342857142857143
vuelta-a-espana/1990/stage-10,Vuelta a España,80,,230000,1174,,807,,1,0,0,0.005104347826086956
giro-d-italia/2003/stage-15,Giro d'Italia,80,,42500,304,2,734,,1,0,0,0.0071529411764705885
san-sebastian/1981/result,Clásica San Sebastián,225,,230000,,,250,,0,0,0,
giro-d-italia/2005/stage-1,Giro d'Italia,80,,208000,1785,3,929,,1,0,0,0.008581730769230769
gp-montreal/2022/result,Grand Prix Cycliste de Montréal,225,500,221400,4124,2,864,22,0,0,0,0.01862691960252936
volta-a-catalunya/2006/stage-2,Volta Ciclista a Catalunya,50,,156800,,2,882,,1,0,0,
tour-de-france/1989/stage-16,Tour de France,100,,175000,4000,5,1849,,1,0,0,0.022857142857142857
tirreno-adriatico/1991/stage-2,Tirreno-Adriatico,50,,206000,,,710,,1,0,0,
volta-a-catalunya/2017/stage-1,Volta Ciclista a Catalunya,50,50,178900,2923,4,883,,1,0,0,0.016338736724427053
e3-harelbeke/2008/result,E3 Prijs Vlaanderen,125,,203000,,2,708,,0,0,0,
vuelta-a-espana/1987/stage-13,Vuelta a España,80,,223000,3500,,838,,1,0,0,0.01569506726457399
