_url,name,points,uci_points,length,climb_total,profile,startlist_quality,average_temperature,is_tarmac,is_cobbled,is_gravel,climb/length
tour-de-suisse/2011/stage-4,Tour de Suisse,50,6,198400,,,972,,1,0,0,
giro-d-italia/1990/stage-1,Giro d'Italia,80,,13000,,,1061,,1,0,0,
paris-nice/1992/stage-1,Paris - Nice,50,,180000,,,877,,1,0,0,
giro-d-italia/1992/prologue,Giro d'Italia,80,,8000,70,,953,,1,0,0,0.00875
volta-a-catalunya/2010/stage-3,Volta Ciclista a Catalunya,50,6,185900,,,722,,1,0,0,
tirreno-adriatico/2006/stage-6,Tirreno-Adriatico,30,,182000,,2,1210,,1,0,0,
e3-harelbeke/1979/result,E3-Prijs Harelbeke,125,,226000,,,434,,0,0,0,
giro-d-italia/1993/stage-6,Giro d'Italia,80,,130000,,,1089,,1,0,0,
tour-de-france/1981/stage-3,Tour de France,100,,232000,1568,1,1362,,1,0,0,0.006758620689655172
giro-d-italia/2005/stage-14,Giro d'Italia,80,,210000,5889,4,929,,1,0,0,0.028042857142857144
tour-de-romandie/1983/prologue,Tour de Romandie,50,,6900,,,478,,1,0,0,
giro-d-italia/2018/stage-9,Giro d'Italia,80,100,225000,4034,5,838,,1,0,0,0.01792888888888889
giro-d-italia/2009/stage-2,Giro d'Italia,80,,156000,646,1,975,,1,0,0,0.004141025641025641
milano-sanremo/1998/result,Milano-Sanremo,275,,294000,,,1608,,0,0,0,
e3-harelbeke/1994/result,E3-Prijs Harelbeke,125,,206000,,,505,,0,0,0,
vuelta-a-espana/2022/stage-4,La Vuelta ciclista a España,80,100,152500,2319,3,968,28,1,0,0,0.01520655737704918
tour-de-suisse/1989/stage-8,Tour de Suisse,50,,200000,,,604,,1,0,0,
giro-d-italia/1999/stage-11,Giro d'Italia,80,,125000,,,1057,,1,0,0,
tour-de-france/1993/stage-18,Tour de France,100,,199500,1215,1,1804,,1,0,0,0.006090225563909774
tour-de-france/2022/stage-17,Tour de France,100,120,129700,3364,5,1551,23,1,0,0,0.025936777178103314
vuelta-a-espana/1998/stage-19,Vuelta a España,80,,170400,2417,,1309,,1,0,0,0.014184272300469484
vuelta-a-espana/1997/stage-12,Vuelta a España,80,,147000,2454,,1165,,1,0,0,0.01669387755102041
paris-nice/2011/stage-1,Paris - Nice,50,6,154500,1212,1,1038,,1,0,0,0.007844660194174758
giro-d-italia/1999/stage-18,Giro d'Italia,80,,45000,,,1057,,1,0,0,
tour-de-france/1995/stage-6,Tour de France,100,,191000,1310,1,1871,,1,0,0,0.006858638743455497
giro-d-italia/1998/stage-20,Giro d'Italia,80,,143000,,,923,,1,0,0,
giro-d-italia/1997/stage-15,Giro d'Italia,80,,173000,,,792,,1,0,0,
tour-de-france/2008/stage-17,Tour de France,100,,210500,5405,5,1520,,1,0,0,0.025676959619952495
world-championship/2004/result,World Championships ME - Road Race,350,,265500,4005,,1247,,0,0,0,0.015084745762711864
tour-de-france/2023/stage-10,Tour de France,100,210,167200,3151,2,1584,30,1,0,0,0.018845693779904304
tour-de-france/2016/stage-18,Tour de France,100,120,17000,676,5,1758,,1,0,0,0.03976470588235294
dwars-door-vlaanderen/1979/result,Dwars door België / À travers la Belgique,75,,198000,,,228,,0,0,0,
tour-de-romandie/1997/stage-4,Tour de Romandie,50,,149400,,,922,,1,0,0,
paris-nice/1982/stage-2,Paris - Nice,50,,214500,,,721,,1,0,0,
tirreno-adriatico/1999/stage-7,Tirreno-Adriatico,50,,160000,,,1150,,1,0,0,
vuelta-a-espana/1984/stage-3,Vuelta a España,80,,204000,,,747,,1,0,0,
tour-de-romandie/1993/stage-4b,Tour de Romandie,50,,14500,,,551,,1,0,0,
tour-de-france/2014/stage-2,Tour de France,100,20,201000,3347,2,1612,,1,0,0,0.01665174129353234
tour-de-france/2015/stage-7,Tour de France,100,20,190500,1694,1,1812,,1,0,0,0.00889238845144357
vuelta-a-espana/2004/stage-4,Vuelta a España,80,,167000,797,1,1177,,1,0,0,0.00477245508982036
tour-de-suisse/2022/stage-5,Tour de Suisse,50,60,190100,2610,3,767,31,1,0,0,0.013729615991583377
vuelta-a-espana/2015/stage-9,Vuelta a España,80,16,168300,2044,3,1115,,1,0,0,0.012144979203802734
vuelta-a-espana/2015/stage-8,Vuelta a España,80,16,182500,1386,2,1115,,1,0,0,0.007594520547945205
itzulia-basque-country/2021/stage-3,Itzulia Basque Country,50,50,167700,2591,3,936,,1,0,0,0.015450208706022659
tour-de-france/2016/stage-11,Tour de France,100,120,162500,1381,2,1758,,1,0,0,0.008498461538461538
world-championship/1981/result,World Championships - Road Race,350,,281400,,,1485,,0,0,0,
paris-nice/1997/prologue,Paris - Nice,50,,7100,,,779,,1,0,0,
tour-de-suisse/2004/stage-2,Tour de Suisse,50,,169900,,,676,,1,0,0,
paris-nice/1994/stage-6,Paris - Nice,50,,195000,,,900,,1,0,0,
tirreno-adriatico/2006/stage-3,Tirreno-Adriatico,50,,183000,,3,1210,,1,0,0,
volta-a-catalunya/2018/stage-5,Volta Ciclista a Catalunya,50,50,212900,3681,4,659,,1,0,0,0.017289807421324566
tour-de-france/2011/stage-20,Tour de France,100,20,42500,709,2,1713,,1,0,0,0.01668235294117647
tour-de-france/1986/stage-21,Tour de France,100,,190000,4219,5,1872,,1,0,0,0.02220526315789474
itzulia-basque-country/2017/stage-5,Vuelta al País Vasco,50,50,139800,2769,5,811,,1,0,0,0.0198068669527897
tour-de-france/2005/stage-9,Tour de France,100,,171000,2805,4,1535,,1,0,0,0.016403508771929826
giro-d-italia/1995/stage-14,Giro d'Italia,80,,233000,,,1365,,1,0,0,
milano-sanremo/2016/result,Milano-Sanremo,275,500,293000,2233,2,1080,,0,0,0,0.007621160409556314
tirreno-adriatico/1999/stage-2,Tirreno-Adriatico,50,,178000,,,1150,,1,0,0,
giro-d-italia/1998/stage-7,Giro d'Italia,80,,235000,,,923,,1,0,0,
vuelta-a-espana/2021/stage-1,La Vuelta ciclista a España,80,100,7100,87,2,1023,,1,0,0,0.012253521126760564
vuelta-a-espana/1998/stage-20,Vuelta a España,80,,209000,3963,,1309,,1,0,0,0.018961722488038277
vuelta-a-espana/2007/stage-6,Vuelta a España,80,,184300,1570,1,995,,1,0,0,0.008518719479110147
giro-d-italia/2016/stage-20,Giro d'Italia,80,100,134000,4500,5,933,,1,0,0,0.033582089552238806
vuelta-a-espana/2002/stage-9,Vuelta a España,80,,130200,1330,2,1084,,1,0,0,0.01021505376344086
dauphine/1992/stage-6,Critérium du Dauphiné Libéré,50,,204000,,,492,,1,0,0,
e3-harelbeke/1988/result,E3-Prijs Harelbeke,125,,231000,,,262,,0,0,0,
giro-d-italia/2009/stage-15,Giro d'Italia,80,,159000,3104,2,975,,1,0,0,0.01952201257861635
tour-de-suisse/1992/stage-5,Tour de Suisse,50,,237000,,,533,,1,0,0,
vuelta-a-espana/2014/stage-2,Vuelta a España,80,16,174400,1308,1,1175,,1,0,0,0.0075
giro-d-italia/1995/stage-7,Giro d'Italia,80,,216000,,,1365,,1,0,0,
giro-d-italia/1998/stage-11,Giro d'Italia,80,,214000,,,923,,1,0,0,
tour-de-france/2017/stage-16,Tour de France,100,120,165000,2033,1,1791,,1,0,0,0.012321212121212122
milano-sanremo/2003/result,Milano-Sanremo,275,,297000,,,1216,,0,0,0,
tour-de-france/2003/stage-8,Tour de France,100,,219000,5500,5,1688,,1,0,0,0.02511415525114155
tour-de-france/1997/stage-11,Tour de France,100,,192000,3000,2,1994,,1,0,0,0.015625
ronde-van-vlaanderen/1993/result,Ronde van Vlaanderen / Tour des Flandres,275,,263000,,,918,,0,0,0,
tour-de-france/1985/stage-15,Tour de France,100,,237500,4000,4,1470,,1,0,0,0.016842105263157894
dauphine/2008/stage-7,Critérium du Dauphiné Libéré,50,,233000,,,644,,1,0,0,
volta-a-catalunya/1997/stage-8,Volta Ciclista a Catalunya,50,,186600,,,419,,1,0,0,
tour-de-suisse/1985/stage-1,Tour de Suisse,50,,6500,,,699,,1,0,0,
giro-d-italia/2005/stage-15,Giro d'Italia,80,,154000,950,1,929,,1,0,0,0.006168831168831169
tirreno-adriatico/2012/stage-6,Tirreno-Adriatico,50,6,181000,3273,3,1188,,1,0,0,0.018082872928176796
vuelta-a-espana/2010/stage-14,Vuelta a España,80,16,178800,3248,5,1123,,1,0,0,0.018165548098434004
dauphine/1975/stage-5,Critérium du Dauphiné Libéré,50,,216000,,,889,,1,0,0,
dwars-door-vlaanderen/1995/result,Dwars door België / À travers la Belgique,75,,210000,,,339,,0,0,0,
tour-de-france/2017/stage-4,Tour de France,100,120,207500,1404,1,1791,,1,0,0,0.006766265060240964
giro-d-italia/2020/stage-10,Giro d'Italia,80,100,177000,2057,2,765,,1,0,0,0.011621468926553672
vuelta-a-espana/1990/stage-14,Vuelta a España,80,,207000,3000,,807,,1,0,0,0.014492753623188406
volta-a-catalunya/2013/stage-5,Volta Ciclista a Catalunya,50,6,156500,1344,4,811,,1,0,0,0.008587859424920128
vuelta-a-espana/2015/stage-3,Vuelta a España,80,16,158400,2613,2,1115,,1,0,0,0.01649621212121212
tour-de-france/1982/stage-16,Tour de France,100,,123000,3000,5,1492,,1,0,0,0.024390243902439025
volta-a-catalunya/2000/stage-6,Volta a Catalunya,50,,164000,,,697,,1,0,0,
milano-sanremo/2011/result,Milano-Sanremo,275,,298000,2380,2,1235,,0,0,0,0.007986577181208054
vuelta-a-espana/2013/stage-10,Vuelta a España,80,16,178000,3755,5,1128,,1,0,0,0.021095505617977527
vuelta-a-espana/2000/stage-6,Vuelta a España,80,,155500,794,,981,,1,0,0,0.005106109324758842
tour-de-romandie/1997/stage-2,Tour de Romandie,50,,172700,,,922,,1,0,0,
tour-de-suisse/1987/stage-8,Tour de Suisse,50,,253500,,,673,,1,0,0,
itzulia-basque-country/1984/stage-3,Vuelta Ciclista al País Vasco,50,,197000,,,484,,1,0,0,
giro-d-italia/2009/stage-3,Giro d'Italia,80,,198000,1155,3,975,,1,0,0,0.005833333333333334
dwars-door-vlaanderen/2012/result,Dwars door Vlaanderen,75,,199500,,2,504,,0,0,0,
dwars-door-vlaanderen/2014/result,Dwars door Vlaanderen / A travers la Flandre,125,,201000,,2,451,,0,0,0,
vuelta-a-espana/2007/stage-4,Vuelta a España,80,,185100,3119,5,995,,1,0,0,0.016850351161534306
vuelta-a-espana/2006/stage-10,Vuelta a España,80,,199300,2355,3,1026,,1,0,0,0.011816357250376316
tour-de-suisse/1998/stage-7,Tour de Suisse,50,,180000,,,971,,1,0,0,
tour-de-romandie/2004/stage-2,Tour de Romandie,50,,156200,,,507,,1,0,0,
giro-d-italia/1997/stage-4,Giro d'Italia,80,,156000,,,792,,1,0,0,
tour-de-suisse/1992/stage-9,Tour de Suisse,50,,155000,,,533,,1,0,0,
vuelta-a-espana/2016/stage-5,Vuelta a España,80,100,171300,2467,2,821,,1,0,0,0.014401634559252773
vuelta-a-espana/1998/stage-1,Vuelta a España,80,,162000,1117,,1309,,1,0,0,0.006895061728395061
paris-roubaix/1992/result,Paris - Roubaix,275,,267500,,,695,,0,0,0,
tour-de-france/2018/stage-11,Tour de France,100,120,108500,4093,5,1689,,1,0,0,0.03772350230414746
tour-de-france/1990/stage-11,Tour de France,100,,182500,4877,5,1959,,1,0,0,0.026723287671232877
giro-d-italia/1996/stage-2,Giro d'Italia,80,,235000,,,1034,,1,0,0,
tour-de-romandie/2000/stage-4,Tour de Romandie,50,,160000,,,764,,1,0,0,
vuelta-a-espana/2004/stage-19,Vuelta a España,80,,142000,2608,2,1177,,1,0,0,0.018366197183098593
world-championship/2006/result,World Championships ME - Road Race,350,,265800,2925,,1259,,0,0,0,0.01100451467268623
volta-a-catalunya/1998/stage-6,Volta Ciclista a Catalunya,50,,180400,,,859,,1,0,0,
tour-de-romandie/1988/stage-3,Tour de Romandie,50,,197200,,,439,,1,0,0,
e3-harelbeke/2000/result,E3-Prijs Harelbeke,125,,209000,,2,824,,0,0,0,
vuelta-a-espana/2015/stage-10,Vuelta a España,80,16,146600,1520,2,1115,,1,0,0,0.010368349249658937
itzulia-basque-country/2001/stage-1,Vuelta al País Vasco,50,,118000,,,898,,1,0,0,
tirreno-adriatico/2023/stage-5,Tirreno-Adriatico,50,60,165600,3682,5,1044,16,1,0,0,0.022234299516908213
liege-bastogne-liege/1996/result,Liège - Bastogne - Liège,275,,263000,,,771,,0,0,0,
tour-de-france/2012/stage-2,Tour de France,100,20,207500,1509,1,1703,,1,0,0,0.007272289156626506
dauphine/1989/stage-2,Critérium du Dauphiné Libéré,50,,186000,,,603,,1,0,0,
giro-d-italia/2020/stage-8,Giro d'Italia,80,100,200000,2197,2,765,,1,0,0,0.010985
tour-de-france/2014/stage-4,Tour de France,100,20,163500,1118,1,1612,,1,0,0,0.006837920489296636
vuelta-a-espana/1990/stage-21,Vuelta a España,80,,188000,4695,,807,,1,0,0,0.02497340425531915
dauphine/1994/stage-6,Critérium du Dauphiné Libéré,50,,203000,,,362,,1,0,0,
liege-bastogne-liege/1985/result,Liège - Bastogne - Liège,275,,244700,,,978,,0,0,0,
tour-de-romandie/2004/stage-1,Tour de Romandie,50,,175200,,,507,,1,0,0,
vuelta-a-espana/1987/stage-3,Vuelta a España,80,,34800,314,,838,,1,0,0,0.009022988505747126
tour-de-france/1981/stage-11,Tour de France,100,,246000,1790,1,1362,,1,0,0,0.007276422764227642
tirreno-adriatico/1996/stage-8,Tirreno-Adriatico,50,,159000,,,585,,1,0,0,
itzulia-basque-country/2017/stage-4,Vuelta al País Vasco,50,50,174100,2668,4,811,,1,0,0,0.015324526134405514
tour-de-romandie/2022/stage-5,Tour de Romandie,50,60,15840,884,5,508,,1,0,0,0.05580808080808081
tirreno-adriatico/1988/stage-4,Tirreno-Adriatico,50,,228000,,,724,,1,0,0,
tour-de-france/2023/stage-20,Tour de France,100,210,133500,3471,4,1584,22,1,0,0,0.026
dauphine/1984/stage-1a,Critérium du Dauphiné Libéré,50,,102000,,,529,,1,0,0,
paris-nice/1983/stage-4,Paris - Nice,50,,186000,,,658,,1,0,0,
tour-de-suisse/1975/stage-7,Tour de Suisse,50,,168000,,,549,,1,0,0,
giro-d-italia/1997/stage-19,Giro d'Italia,80,,222000,,,792,,1,0,0,
vuelta-a-espana/1982/stage-15b,Vuelta a España,80,,35000,,,523,,1,0,0,
tour-de-france/2017/stage-18,Tour de France,100,120,179500,4059,5,1791,,1,0,0,0.022612813370473536
tour-de-france/1979/stage-6,Tour de France,100,,239000,1974,2,1381,,1,0,0,0.008259414225941423
dauphine/2013/stage-4,Critérium du Dauphiné,50,6,32500,152,1,985,,1,0,0,0.004676923076923077
tour-de-suisse/1991/prologue,Tour de Suisse,50,,1700,,,796,,1,0,0,
paris-nice/2007/prologue,Paris - Nice,50,,4700,,1,823,,1,0,0,
tour-de-france/2014/stage-11,Tour de France,100,20,187500,2711,2,1612,,1,0,0,0.014458666666666667
tour-de-romandie/1977/stage-2,Tour de Romandie,50,,181100,,,489,,1,0,0,
vuelta-a-espana/2005/stage-21,Vuelta a España,80,,136500,1349,1,960,,1,0,0,0.009882783882783883
milano-sanremo/1985/result,Milano-Sanremo,275,,294000,,2,1233,,0,0,0,
world-championship/2003/result,World Championships ME - Road Race,350,,260400,4566,,1249,,0,0,0,0.017534562211981568
tour-de-france/1993/stage-17,Tour de France,100,,189500,4000,4,1804,,1,0,0,0.021108179419525065
amstel-gold-race/2019/result,Amstel Gold Race,225,500,265700,3536,2,1020,,0,0,0,0.013308242378622506
tour-de-suisse/1994/stage-8,Tour de Suisse,50,,193500,,,616,,1,0,0,
tour-de-france/1979/stage-22,Tour de France,100,,189000,2360,2,1381,,1,0,0,0.012486772486772487
vuelta-a-espana/2022/stage-13,La Vuelta ciclista a España,80,100,168400,1766,1,968,31,1,0,0,0.010486935866983373
tour-de-suisse/2015/prologue,Tour de Suisse,50,6,5100,24,1,1048,,1,0,0,0.004705882352941176
giro-d-italia/2004/prologue,Giro d'Italia,80,,6900,112,1,621,,1,0,0,0.016231884057971015
tour-de-france/1989/stage-5,Tour de France,100,,73000,785,3,1849,,1,0,0,0.010753424657534247
paris-nice/2022/stage-1,Paris - Nice,50,60,159800,1723,1,1182,,1,0,0,0.010782227784730914
tour-de-romandie/2021/stage-2,Tour de Romandie,50,60,165700,3305,4,560,,1,0,0,0.019945684972842485
tour-de-france/2023/stage-7,Tour de France,100,210,169900,808,1,1584,32,1,0,0,0.004755738669805768
vuelta-a-espana/2000/stage-17,Vuelta a España,80,,155500,632,1,981,,1,0,0,0.004064308681672026
liege-bastogne-liege/2006/result,Liège - Bastogne - Liège,275,,262000,,,1229,,0,0,0,
vuelta-a-espana/2021/stage-8,La Vuelta ciclista a España,80,100,173700,923,1,1023,,1,0,0,0.0053137593552101325
vuelta-a-espana/1999/stage-14,Vuelta a España,80,,94400,1786,,1342,,1,0,0,0.01891949152542373
paris-nice/2019/stage-5,Paris - Nice,50,60,25500,157,1,1099,,1,0,0,0.00615686274509804
vuelta-a-espana/2000/stage-14,Vuelta a España,80,,146500,2412,5,981,,1,0,0,0.016464163822525597
tour-de-france/1994/prologue,Tour de France,100,,7200,78,1,1731,,1,0,0,0.010833333333333334
giro-d-italia/1993/stage-21,Giro d'Italia,80,,166000,,,1089,,1,0,0,
tour-de-france/2021/stage-15,Tour de France,100,120,191300,4572,4,1646,,1,0,0,0.023899634082592786
dauphine/1984/stage-3,Critérium du Dauphiné Libéré,50,,216000,,,529,,1,0,0,
tour-de-france/2001/stage-10,Tour de France,70,,209000,5864,5,1496,,1,0,0,0.028057416267942583
tirreno-adriatico/2002/stage-1,Tirreno-Adriatico,50,,124000,,,1056,,1,0,0,
tour-de-france/2013/stage-10,Tour de France,100,20,197000,1762,1,1690,,1,0,0,0.008944162436548223
tour-de-france/1999/prologue,Tour de France,70,,6800,110,1,1255,,1,0,0,0.016176470588235296
giro-d-italia/1995/stage-22,Giro d'Italia,80,,148000,,,1365,,1,0,0,
la-fleche-wallone/1979/result,La Flèche Wallonne,225,,248000,,,785,,0,0,0,
giro-d-italia/2002/stage-13,Giro d'Italia,80,,190000,3486,5,920,,1,0,0,0.018347368421052633
tour-de-france/2013/stage-7,Tour de France,100,20,205500,2675,2,1690,,1,0,0,0.013017031630170317
vuelta-a-espana/2010/stage-15,Vuelta a España,80,16,170000,2673,5,1123,,1,0,0,0.015723529411764706
tour-de-romandie/1988/stage-6,Tour de Romandie,50,,188300,,,439,,1,0,0,
vuelta-a-espana/2013/stage-15,Vuelta a España,80,16,224900,5278,5,1128,,1,0,0,0.023468208092485548
tour-de-france/1992/stage-2,Tour de France,100,,255000,4000,2,2047,,1,0,0,0.01568627450980392
paris-nice/1994/stage-8a,Paris - Nice,50,,100000,,,900,,1,0,0,
vuelta-a-espana/1989/stage-14,Vuelta a España,80,,165000,1540,,803,,1,0,0,0.009333333333333334
la-fleche-wallone/1993/result,La Flèche Wallonne,225,,206000,,,842,,0,0,0,
dauphine/2007/stage-6,Critérium du Dauphiné Libéré,50,,198000,,,816,,1,0,0,
giro-d-italia/2005/stage-7,Giro d'Italia,80,,211000,2323,2,929,,1,0,0,0.011009478672985781
giro-d-italia/2021/stage-17,Giro d'Italia,80,100,193000,3703,5,885,,1,0,0,0.019186528497409327
paris-roubaix/2005/result,Paris - Roubaix,275,,259000,,1,682,,0,0,0,
giro-d-italia/2023/stage-19,Giro d'Italia,80,180,183000,5423,5,835,18,1,0,0,0.029633879781420767
vuelta-a-espana/1990/stage-4,Vuelta a España,80,,233200,1453,,807,,1,0,0,0.006230703259005146
tour-de-suisse/2007/stage-8,Tour de Suisse,50,,34200,,,1089,,1,0,0,
vuelta-a-espana/1991/stage-6,Vuelta a España,80,,236500,970,,1042,,1,0,0,0.0041014799154334034
tour-de-france/2008/stage-15,Tour de France,100,,183000,3739,5,1520,,1,0,0,0.020431693989071038
giro-d-italia/2010/stage-12,Giro d'Italia,80,16,206000,1651,2,878,,1,0,0,0.008014563106796116
giro-d-italia/2003/stage-16,Giro d'Italia,80,,207000,791,1,734,,1,0,0,0.003821256038647343
tour-de-suisse/1983/stage-5a,Tour de Suisse,50,,64000,,,809,,1,0,0,
tour-de-france/2007/stage-19,Tour de France,100,,55500,480,1,1612,,1,0,0,0.008648648648648649
vuelta-a-espana/2010/stage-2,Vuelta a España,80,16,173000,2506,1,1123,,1,0,0,0.014485549132947978
giro-d-italia/2019/stage-12,Giro d'Italia,80,100,158000,1918,4,896,,1,0,0,0.012139240506329113
liege-bastogne-liege/1975/result,Liège - Bastogne - Liège,275,,246700,,,668,,0,0,0,
tour-de-france/1996/stage-2,Tour de France,100,,247500,1382,1,1872,,1,0,0,0.005583838383838384
paris-nice/1991/stage-5,Paris - Nice,50,,164000,,,832,,1,0,0,
giro-d-italia/1992/stage-10,Giro d'Italia,80,,233000,,,953,,1,0,0,
vuelta-a-espana/2007/stage-2,Vuelta a España,80,,148700,2334,2,995,,1,0,0,0.015696032279757903
dauphine/2021/stage-6,Critérium du Dauphiné,50,60,167200,2706,3,790,,1,0,0,0.01618421052631579
tour-de-romandie/2005/stage-2,Tour de Romandie,50,,171900,,,799,,1,0,0,
vuelta-a-espana/1986/stage-5,Vuelta a España,80,,202000,2500,,843,,1,0,0,0.012376237623762377
dauphine/1989/stage-3,Critérium du Dauphiné Libéré,50,,183500,,,603,,1,0,0,
tour-de-romandie/1977/prologue,Tour de Romandie,50,,2550,,,489,,1,0,0,
vuelta-a-espana/2006/stage-21,Vuelta a España,80,,142200,1173,1,1026,,1,0,0,0.008248945147679324
tour-de-suisse/2023/stage-5,Tour de Suisse,50,60,211000,4654,4,855,18,1,0,0,0.02205687203791469
tour-de-romandie/1993/prologue,Tour de Romandie,50,,7300,,,551,,1,0,0,
dwars-door-vlaanderen/2002/result,Dwars door Vlaanderen,75,,201000,,2,416,,0,0,0,
vuelta-a-espana/2007/stage-20,Vuelta a España,80,,20000,199,1,995,,1,0,0,0.00995
amstel-gold-race/1985/result,Amstel Gold Race,225,,242000,,,281,,0,0,0,
tour-de-suisse/2022/stage-6,Tour de Suisse,50,60,177500,4155,5,767,25,1,0,0,0.023408450704225352
paris-nice/1972/stage-1,Paris - Nice,50,,184000,,,1086,,1,0,0,
ronde-van-vlaanderen/2023/result,Ronde van Vlaanderen - Tour des Flandres ME,275,800,273400,2185,2,918,,0,0,0,0.007991953182150695
paris-nice/1987/stage-4,Paris - Nice,50,,193000,,,1164,,1,0,0,
paris-nice/1986/stage-7b,Paris - Nice,50,,10000,,,746,,1,0,0,
san-sebastian/2002/result,Clasica Ciclista San Sebastian,225,,227000,,2,1024,,0,0,0,
dauphine/2012/prologue,Critérium du Dauphiné,50,6,5700,11,,1117,,1,0,0,0.0019298245614035089
tirreno-adriatico/2000/stage-6,Tirreno-Adriatico,50,,149000,,,1197,,1,0,0,
paris-nice/1988/stage-4,Paris - Nice,50,,175000,,,1146,,1,0,0,
dauphine/2013/stage-7,Critérium du Dauphiné,50,6,184000,4693,5,985,,1,0,0,0.025505434782608697
vuelta-a-espana/2022/stage-18,La Vuelta ciclista a España,80,100,192000,3680,5,968,26,1,0,0,0.019166666666666665
vuelta-a-espana/1994/stage-2,Vuelta a España,80,,178400,767,,791,,1,0,0,0.0042993273542600895
paris-nice/2018/stage-4,Paris - Nice,50,60,18400,383,2,936,,1,0,0,0.020815217391304347
tour-de-suisse/2007/stage-4,Tour de Suisse,50,,194100,,,1089,,1,0,0,
tour-de-suisse/1994/stage-5,Tour de Suisse,50,,30000,,,616,,1,0,0,
tour-de-romandie/2008/stage-5,Tour de Romandie,50,,159400,,,590,,1,0,0,
tour-de-suisse/2012/stage-7,Tour de Suisse,50,6,148200,2505,,917,,1,0,0,0.016902834008097167
tour-de-suisse/1991/stage-2,Tour de Suisse,50,,172000,,,796,,1,0,0,
tour-de-romandie/2007/stage-4,Tour de Romandie,50,,155900,,,674,,1,0,0,
omloop-het-nieuwsblad/2002/result,Omloop Het Volk,125,,202000,,2,625,,0,0,0,
vuelta-a-espana/1988/stage-15,Vuelta a España,80,,166000,1831,,828,,1,0,0,0.01103012048192771
paris-roubaix/2012/result,Paris - Roubaix,275,,257500,1428,1,630,,0,0,0,0.005545631067961165
dauphine/1989/prologue,Critérium du Dauphiné Libéré,50,,5000,,,603,,1,0,0,
vuelta-a-espana/2010/stage-21,Vuelta a España,80,16,85000,750,1,1123,,1,0,0,0.008823529411764706
giro-d-italia/2000/stage-20,Giro d'Italia,80,,34000,1304,5,866,,1,0,0,0.03835294117647059
tour-de-france/1986/stage-17,Tour de France,100,,190000,5000,5,1872,,1,0,0,0.02631578947368421
volta-a-catalunya/1981/stage-5,Volta Ciclista a Catalunya,50,,179500,,,388,,1,0,0,
il-lombardia/1994/result,Giro di Lombardia,275,,244000,,,740,,0,0,0,
il-lombardia/1976/result,Giro di Lombardia,275,,253000,,,584,,0,0,0,
vuelta-a-espana/2006/stage-3,Vuelta a España,80,,220000,2570,1,1026,,1,0,0,0.011681818181818182
san-sebastian/1994/result,Clasica Ciclista San Sebastian,225,,238000,,,1140,,0,0,0,
world-championship/1984/result,World Championships - Road Race,350,,255550,,,1486,,0,0,0,
vuelta-a-espana/1988/stage-5,Vuelta a España,80,,234000,1744,,828,,1,0,0,0.007452991452991453
tour-de-france/1981/stage-17,Tour de France,100,,230500,5245,5,1362,,1,0,0,0.022754880694143168
giro-d-italia/2009/stage-14,Giro d'Italia,80,,174000,2675,3,975,,1,0,0,0.015373563218390805
vuelta-a-espana/2012/stage-11,Vuelta a España,80,16,39400,738,2,852,,1,0,0,0.018730964467005076
tour-de-france/1995/stage-11,Tour de France,100,,198000,2500,2,1871,,1,0,0,0.012626262626262626
tour-de-france/2010/stage-11,Tour de France,100,20,184500,1264,2,1685,,1,0,0,0.006850948509485095
paris-nice/2004/stage-3,Paris - Nice,50,,227500,,,989,,1,0,0,
paris-nice/2003/stage-2,Paris - Nice,50,,182500,,,831,,1,0,0,
giro-d-italia/1998/prologue,Giro d'Italia,80,,7000,11,,923,,1,0,0,0.0015714285714285715
paris-nice/2010/stage-2,Paris - Nice,30,6,201500,,1,1192,,1,0,0,
tour-de-suisse/2021/stage-3,Tour de Suisse,50,60,182100,2492,3,670,,1,0,0,0.013684788577704558
paris-nice/2002/stage-6,Paris - Nice,50,,175000,,,883,,1,0,0,
paris-nice/1991/stage-3,Paris - Nice,50,,167000,,,832,,1,0,0,
vuelta-a-espana/1985/stage-8,Vuelta a España,80,,224000,2282,,925,,1,0,0,0.0101875
tour-de-romandie/2000/stage-3a,Tour de Romandie,50,,66600,,,764,,1,0,0,
tour-de-suisse/2018/stage-5,Tour de Suisse,50,60,155000,2668,5,956,,1,0,0,0.01721290322580645
paris-nice/1970/stage-5,Paris - Nice,50,,220000,,,1121,,1,0,0,
tour-de-france/1979/stage-3,Tour de France,100,,180000,3500,4,1381,,1,0,0,0.019444444444444445
tirreno-adriatico/1973/stage-3,Tirreno-Adriatico,50,,125000,,,536,,1,0,0,
vuelta-a-espana/1994/stage-15,Vuelta a España,80,,209300,2095,,791,,1,0,0,0.010009555661729575
tirreno-adriatico/1988/stage-6a,Tirreno-Adriatico,50,,82000,,,724,,1,0,0,
paris-nice/2008/stage-5,Paris - Nice,18,,172500,,,775,,1,0,0,
giro-d-italia/1994/stage-14,Giro d'Italia,80,,235000,,,1292,,1,0,0,
tour-de-france/1982/stage-20,Tour de France,100,,161000,1417,1,1492,,1,0,0,0.008801242236024845
tour-de-suisse/1980/prologue,Tour de Suisse,50,,3500,,,477,,1,0,0,
tour-de-france/1984/stage-23,Tour de France,100,,196500,1951,1,1632,,1,0,0,0.009928753180661578
tour-de-france/1992/stage-13,Tour de France,100,,254500,6974,5,2047,,1,0,0,0.027402750491159134
