_url,name,points,uci_points,length,climb_total,profile,startlist_quality,average_temperature,is_tarmac,is_cobbled,is_gravel,date,climb/length,median_delta,std_delta
tour-de-suisse/2016/stage-8,Tour de Suisse,50,60,16800,260,2,680,,1,0,0,2016-06-18,0.015476190476190477,124.0,62.88331213866913
paris-nice/1996/stage-4,Paris - Nice,50,,162600,1474,1,766,,1,0,0,1996-03-13,0.009065190651906519,86.5,43.06809630736225
dauphine/2008/stage-6,Critérium du Dauphiné Libéré,50,,125000,2549,4,644,,1,0,0,2008-06-13,0.020392,537.0,426.5005974162952
tour-de-france/2000/stage-11,Tour de France,100,,218500,2632,1,1437,,1,0,0,2000-07-11,0.012045766590389017,379.0,210.50741749552498
tour-de-france/2002/stage-8,Tour de France,100,,217500,2436,1,1489,,1,0,0,2002-07-14,0.0112,115.0,72.56904480004245
itzulia-basque-country/2017/stage-6,Vuelta al País Vasco,50,50,27700,522,2,811,,1,0,0,2017-04-08,0.018844765342960288,183.0,82.3293476520639
giro-d-italia/2023/stage-7,Giro d'Italia,80,180,218000,4143,5,835,14,1,0,0,2023-05-12,0.0190045871559633,524.0,673.1306935264772
omloop-het-nieuwsblad/2011/result,Omloop Het Nieuwsblad ME,125,,203000,1660,2,599,,0,0,0,2011-02-26,0.008177339901477832,641.0,268.4728059814371
tirreno-adriatico/1970/stage-5b,Tirreno-Adriatico,50,,18000,186,1,455,,1,0,0,1970-03-15,0.010333333333333333,35.0,18.947295321496416
paris-nice/1985/stage-4a,Paris - Nice,50,,98000,1617,3,815,,1,0,0,1985-03-07,0.0165,76.0,26.7329384841996
dwars-door-vlaanderen/2023/result,Dwars door Vlaanderen - A travers la Flandre ME,225,300,183700,1459,2,866,15,0,0,0,2023-03-29,0.00794229722373435,212.0,162.0274224500643
giro-d-italia/2011/stage-10,Giro d'Italia,80,16,159000,1207,3,891,,1,0,0,2011-05-17,0.0075911949685534596,0.0,56.644296050748245
vuelta-a-espana/2003/stage-19,Vuelta a España,80,,164000,2579,4,935,,1,0,0,2003-09-24,0.01572560975609756,621.0,485.8795354160041
tour-de-suisse/2006/stage-9,Tour de Suisse,30,,30700,287,1,972,,1,0,0,2006-06-18,0.009348534201954398,219.5,93.7755780268398
tour-de-france/2015/stage-6,Tour de France,100,20,191500,1694,3,1812,,1,0,0,2015-07-09,0.008845953002610965,2.0,106.30384749831836
giro-d-italia/2015/stage-14,Giro d'Italia,80,16,59400,593,3,861,,1,0,0,2015-05-23,0.009983164983164983,383.0,180.19131356603341
giro-d-italia/1992/stage-17,Giro d'Italia,80,,200000,1809,1,953,,1,0,0,1992-06-10,0.009045,32.0,25.741757811736463
itzulia-basque-country/2004/stage-2,Vuelta al País Vasco,50,,180000,2520,3,1020,,1,0,0,2004-04-06,0.014,121.0,325.3564663402321
tour-de-france/2012/stage-14,Tour de France,100,20,191000,3284,4,1703,,1,0,0,2012-07-15,0.017193717277486913,1279.0,416.95117366699526
dauphine/2012/stage-6,Critérium du Dauphiné,50,6,167500,4158,5,1117,,1,0,0,2012-06-09,0.024823880597014927,709.0,364.02572741519
giro-d-italia/1993/stage-18,Giro d'Italia,80,,150000,1303,1,1089,,1,0,0,1993-06-10,0.008686666666666667,0.0,0.0
giro-d-italia/2022/stage-9,Giro d'Italia,80,100,191000,5080,5,817,22,1,0,0,2022-05-15,0.026596858638743455,1995.0,909.4856344935462
tour-de-romandie/1989/stage-2,Tour de Romandie,50,,157100,337,1,502,,1,0,0,1989-05-11,0.0021451304901336727,0.0,0.0
paris-nice/2001/stage-2,Paris - Nice,50,,195400,3911,4,902,,1,0,0,2001-03-13,0.020015353121801433,553.0,553.1043114130772
vuelta-a-espana/1999/stage-4,Vuelta a España,80,,185000,1607,1,1342,,1,0,0,1999-09-08,0.008686486486486487,0.0,176.9116852623681
il-lombardia/2022/result,Il Lombardia,275,500,253000,4852,2,1019,20,0,0,0,2022-10-08,0.019177865612648223,495.5,460.1254636705724
tour-de-france/1981/stage-19,Tour de France,100,,117500,1996,2,1362,,1,0,0,1981-07-16,0.01698723404255319,229.0,168.23691827023492
vuelta-a-espana/1988/stage-9,Vuelta a España,80,,6800,425,5,828,,1,0,0,1988-05-03,0.0625,33.5,14.960689229518211
tour-de-suisse/2010/stage-7,Tour de Suisse,50,6,172400,2467,3,1198,,1,0,0,2010-06-19,0.014309744779582367,555.0,389.46940667115604
giro-d-italia/2016/stage-16,Giro d'Italia,80,100,132000,2737,4,933,,1,0,0,2016-05-24,0.020734848484848484,1041.0,333.51329746261644
tour-de-france/2007/stage-6,Tour de France,100,,199500,1484,1,1612,,1,0,0,2007-07-13,0.00743859649122807,0.0,13.758243245887686
la-fleche-wallone/1984/result,La Flèche Wallonne,225,,246000,3517,3,811,,0,0,0,1984-04-12,0.014296747967479675,403.0,247.29917843342335
dwars-door-vlaanderen/2011/result,Dwars door Vlaanderen,75,,201000,3052,2,556,,0,0,0,2011-03-23,0.01518407960199005,620.0,303.50043905168934
dauphine/2020/stage-1,Critérium du Dauphiné,50,60,218500,3575,5,1243,,1,0,0,2020-08-12,0.016361556064073225,170.0,416.18348188370794
giro-d-italia/1997/stage-22,Giro d'Italia,80,,165000,1297,1,792,,1,0,0,1997-06-08,0.007860606060606061,0.0,11.048547053496572
tour-de-suisse/2003/stage-1,Tour de Suisse,50,,163000,2367,3,660,,1,0,0,2003-06-17,0.014521472392638037,48.0,236.64088103753335
tirreno-adriatico/2010/stage-4,Tirreno-Adriatico,50,6,243000,3603,3,1176,,1,0,0,2010-03-13,0.01482716049382716,680.0,719.7672480658736
tirreno-adriatico/2022/stage-3,Tirreno-Adriatico,50,60,170000,2063,2,1059,,1,0,0,2022-03-09,0.012135294117647058,0.0,95.30579617880579
vuelta-a-espana/1998/stage-18,Vuelta a España,80,,223000,751,1,1309,,1,0,0,1998-09-23,0.003367713004484305,0.0,213.916918344837
vuelta-a-espana/1997/stage-8,Vuelta a España,80,,175000,1863,2,1165,,1,0,0,1997-09-13,0.010645714285714286,28.5,15.503055725956264
giro-d-italia/2007/stage-13,Giro d'Italia,80,,13000,728,5,844,,1,0,0,2007-05-25,0.056,227.0,91.09864438250024
giro-d-italia/2009/stage-17,Giro d'Italia,50,,83000,2085,5,975,,1,0,0,2009-05-27,0.025120481927710842,713.0,312.7856946419888
tour-de-france/1990/stage-8,Tour de France,100,,181900,805,1,1959,,1,0,0,1990-07-08,0.004425508521165475,21.0,50.028691854958545
tirreno-adriatico/2006/stage-4,Tirreno-Adriatico,50,,219000,2300,2,1210,,1,0,0,2006-03-11,0.010502283105022832,73.0,190.51241475893713
vuelta-a-espana/2005/stage-15,Vuelta a España,80,,191000,3940,5,960,,1,0,0,2005-09-11,0.0206282722513089,1593.0,645.8077859173659
dauphine/2000/stage-6,Criterium du Dauphiné Libére,50,,218000,3705,4,494,,1,0,0,2000-06-10,0.016995412844036696,713.0,590.8106343217814
volta-a-catalunya/1996/prologue,Volta Ciclista a Catalunya,50,,8200,636,5,327,,1,0,0,1996-06-13,0.0775609756097561,28.0,11.276819882691514
tour-de-france/2009/stage-14,Tour de France,100,,199000,1709,2,1557,,1,0,0,2009-07-18,0.008587939698492463,336.0,82.69135398326058
vuelta-a-espana/2017/stage-10,Vuelta a España,80,100,164800,1568,2,899,,1,0,0,2017-08-29,0.009514563106796117,879.0,322.8589526601189
giro-d-italia/2020/stage-16,Giro d'Italia,80,100,229000,4056,3,765,,1,0,0,2020-10-20,0.0177117903930131,950.0,432.96790178961237
vuelta-a-espana/2021/stage-6,La Vuelta ciclista a España,80,100,158300,902,3,1023,,1,0,0,2021-08-19,0.005698041692987998,389.0,290.102149036716
vuelta-a-espana/1997/stage-5,Vuelta a España,80,,229000,2771,2,1165,,1,0,0,1997-09-10,0.012100436681222708,0.0,267.4511040214955
vuelta-a-espana/1983/stage-14,Vuelta a España,80,,185000,3287,4,705,,1,0,0,1983-05-03,0.017767567567567567,518.0,371.61823512316556
vuelta-a-espana/2011/stage-7,Vuelta a España,80,,185000,2128,2,1170,,1,0,0,2011-08-26,0.011502702702702703,0.0,111.66338140315979
gran-camino/2023/stage-2,O Gran Camiño,20,14,184300,2456,3,156,,1,0,0,2023-02-24,0.013326098752034726,237.0,266.1197350082882
tour-de-suisse/2021/stage-7,Tour de Suisse,50,60,23200,654,4,670,,1,0,0,2021-06-12,0.028189655172413793,254.0,101.6166562434802
tirreno-adriatico/2003/stage-5,Tirreno-Adriatico,50,,181000,2455,2,882,,1,0,0,2003-03-17,0.01356353591160221,20.0,359.5605326344265
giro-d-italia/2004/stage-3,Giro d'Italia,80,,191000,3526,5,621,,1,0,0,2004-05-11,0.018460732984293193,604.0,442.9693570591785
tirreno-adriatico/1994/stage-8,Tirreno-Adriatico,50,,155000,1338,1,727,,1,0,0,1994-03-16,0.008632258064516129,0.0,0.0
amstel-gold-race/2017/result,Amstel Gold Race,225,500,261000,3328,2,949,,0,0,0,2017-04-16,0.01275095785440613,425.0,282.1496773787707
dauphine/1983/stage-5,Critérium du Dauphiné Libéré,50,,243000,3544,3,621,,1,0,0,1983-06-04,0.014584362139917696,0.0,0.0
tour-de-suisse/2016/stage-5,Tour de Suisse,50,60,126400,3550,5,680,,1,0,0,2016-06-15,0.028085443037974684,1252.0,567.023872626202
vuelta-a-espana/2016/stage-18,Vuelta a España,80,100,200600,2550,2,821,,1,0,0,2016-09-08,0.012711864406779662,15.0,113.46276648699336
giro-d-italia/2015/stage-17,Giro d'Italia,80,16,134000,1857,2,861,,1,0,0,2015-05-27,0.013858208955223881,62.0,172.79880116277158
volta-a-catalunya/2013/stage-1,Volta Ciclista a Catalunya,50,6,159300,2101,4,811,,1,0,0,2013-03-18,0.013188951663527935,28.0,135.30140490067035
vuelta-a-espana/1991/stage-21,Vuelta a España,80,,169600,888,1,1042,,1,0,0,1991-05-19,0.005235849056603774,0.0,0.0
dauphine/2014/stage-7,Critérium du Dauphiné,50,6,160000,4130,5,941,,1,0,0,2014-06-14,0.0258125,1146.0,736.3138106547311
giro-d-italia/1995/stage-16,Giro d'Italia,80,,234000,1063,1,1365,,1,0,0,1995-05-29,0.004542735042735043,0.0,0.0
vuelta-a-espana/1996/stage-9,Vuelta a España,80,,203500,1408,1,988,,1,0,0,1996-09-15,0.006918918918918919,0.0,16.481617095450662
vuelta-a-espana/1980/stage-14,Vuelta a España,80,,156000,1433,1,520,,1,0,0,1980-05-06,0.009185897435897436,0.0,43.13085810636182
itzulia-basque-country/2021/stage-5,Itzulia Basque Country,50,50,160200,2258,2,936,,1,0,0,2021-04-09,0.014094881398252185,28.0,182.15669606615728
vuelta-a-espana/2000/stage-8,Vuelta a España,80,,170000,1269,1,981,,1,0,0,2000-09-02,0.007464705882352941,0.0,78.71540324521098
volta-a-catalunya/2004/stage-3,Volta a Catalunya,50,,200700,3200,5,376,,1,0,0,2004-06-16,0.015944195316392625,668.0,553.9122630850075
giro-d-italia/2009/stage-10,Giro d'Italia,35,,250000,4215,4,975,,1,0,0,2009-05-19,0.01686,1014.0,808.4178295890697
itzulia-basque-country/2014/stage-2,Vuelta Ciclista al País Vasco,50,6,155800,2738,2,912,,1,0,0,2014-04-08,0.017573812580231066,207.0,286.4827460874324
giro-d-italia/2004/stage-17,Giro d'Italia,80,,153000,2279,2,621,,1,0,0,2004-05-27,0.014895424836601306,833.0,299.37256339260506
tour-de-suisse/1988/stage-4,Tour de Suisse,50,,210000,1347,1,548,,1,0,0,1988-06-17,0.006414285714285714,0.0,0.0
tour-de-france/1983/stage-1,Tour de France,100,,163000,1287,1,1269,,1,0,0,1983-07-02,0.007895705521472392,0.0,55.22347572659472
tour-de-suisse/1974/stage-3b,Tour de Suisse,50,,8400,49,1,541,,1,0,0,1974-06-15,0.005833333333333334,8.5,9.32559202767667
tour-de-suisse/1976/stage-6,Tour de Suisse,50,,172500,4716,5,377,,1,0,0,1976-06-15,0.02733913043478261,57.0,31.27727381251213
giro-d-italia/2014/stage-14,Giro d'Italia,80,16,164000,3691,5,892,,1,0,0,2014-05-24,0.02250609756097561,33140.0,16427.08203283862
ronde-van-vlaanderen/1986/result,Ronde van Vlaanderen / Tour des Flandres,275,,275000,3192,2,601,,0,0,0,1986-04-06,0.011607272727272726,60.0,82.54553399298011
itzulia-basque-country/2003/stage-5a,Vuelta al País Vasco,50,,91000,2048,5,910,,1,0,0,2003-04-11,0.022505494505494505,361.0,355.38063247649546
tirreno-adriatico/2001/stage-8,Tirreno-Adriatico,50,,161000,1562,1,1092,,1,0,0,2001-03-21,0.009701863354037266,0.0,31.061561035328456
giro-d-italia/2012/stage-12,Giro d'Italia,80,16,155000,2665,2,886,,1,0,0,2012-05-17,0.017193548387096774,488.0,398.76429723411746
tour-de-suisse/2011/stage-7,Tour de Suisse,50,6,222800,2874,2,972,,1,0,0,2011-06-17,0.012899461400359066,708.0,495.81614406482726
vuelta-a-espana/2013/stage-20,Vuelta a España,80,16,142200,3728,5,1128,,1,0,0,2013-09-14,0.026216596343178623,1025.5,511.2011188050369
dwars-door-vlaanderen/1970/result,Dwars door België / À travers la Belgique,75,,195000,5006,5,171,,0,0,0,1970-03-22,0.02567179487179487,250.0,105.60790833564646
tour-de-romandie/2016/stage-2,Tour de Romandie,50,60,173900,3196,5,917,,1,0,0,2016-04-28,0.018378378378378378,689.0,479.35922325462946
dauphine/2011/stage-4,Critérium du Dauphiné,50,6,173500,1647,1,958,,1,0,0,2011-06-09,0.009492795389048991,0.0,33.194110519770625
tirreno-adriatico/2012/stage-7,Tirreno-Adriatico,50,6,9300,6,1,1188,,1,0,0,2012-03-13,0.0006451612903225806,56.0,23.60418291705755
vuelta-a-espana/1985/stage-5,Vuelta a España,80,,238000,3500,3,925,,1,0,0,1985-04-28,0.014705882352941176,1.0,0.22941573387056174
paris-nice/1980/stage-5,Paris - Nice,50,,185000,1709,1,1128,,1,0,0,1980-03-10,0.009237837837837838,0.0,0.0
paris-nice/1998/stage-6,Paris - Nice,50,,223000,2759,2,960,,1,0,0,1998-03-14,0.01237219730941704,158.0,389.4480568929909
tour-de-romandie/1997/stage-3,Tour de Romandie,50,,171700,2302,2,922,,1,0,0,1997-05-09,0.013407105416423995,0.0,0.0
giro-d-italia/2022/stage-18,Giro d'Italia,80,100,156000,1219,2,817,25,1,0,0,2022-05-26,0.007814102564102565,177.0,170.94420488375482
giro-d-italia/2000/stage-9,Giro d'Italia,80,,140000,3508,5,866,,1,0,0,2000-05-22,0.025057142857142858,1044.0,372.1793231899972
paris-nice/1986/stage-1,Paris - Nice,50,,148000,977,1,746,,1,0,0,1986-03-03,0.006601351351351352,0.0,0.0
giro-d-italia/1994/stage-15,Giro d'Italia,80,,195000,616,4,1292,,1,0,0,1994-06-05,0.003158974358974359,0.0,0.0
paris-nice/2014/stage-7,Paris - Nice,50,6,195500,3928,3,971,,1,0,0,2014-03-15,0.020092071611253197,593.0,496.7394655236964
tour-de-france/1990/stage-13,Tour de France,100,,149000,1734,2,1959,,1,0,0,1990-07-14,0.01163758389261745,612.0,354.53391729159364
il-lombardia/1978/result,Giro di Lombardia,275,,266000,3581,2,512,,0,0,0,1978-10-07,0.013462406015037594,304.0,366.438994848819
tour-de-france/1988/stage-20,Tour de France,100,,223500,2365,2,1941,,1,0,0,1988-07-22,0.01058165548098434,2.0,172.00853884225114
giro-d-italia/2023/stage-3,Giro d'Italia,80,180,213000,1777,2,835,20,1,0,0,2023-05-08,0.008342723004694836,280.0,388.4103070643543
gran-camino/2022/stage-4,Gran Camiño,20,14,15800,208,1,225,,1,0,0,2022-02-27,0.013164556962025316,93.0,52.29067451988496
tour-de-france/2011/stage-15,Tour de France,100,20,192500,1464,1,1713,,1,0,0,2011-07-17,0.007605194805194805,0.0,91.50936445674192
strade-bianche/2018/result,Strade Bianche,225,300,184000,2990,3,902,,0,0,0,2018-03-03,0.01625,586.0,411.41088618485514
dauphine/2002/stage-3,Critérium du Dauphiné Libéré,50,,41000,462,2,602,,1,0,0,2002-06-12,0.011268292682926829,314.0,96.29282592529844
vuelta-a-espana/1980/stage-17,Vuelta a España,80,,138000,1112,1,520,,1,0,0,1980-05-09,0.008057971014492753,0.0,0.0
tour-de-france/2023/stage-21,Tour de France,100,210,115100,577,1,1584,23,1,0,0,2023-07-23,0.005013032145960035,0.0,10.70368854862011
giro-d-italia/2022/stage-11,Giro d'Italia,80,100,203000,369,1,817,26,1,0,0,2022-05-18,0.0018177339901477832,0.0,73.09182937281226
vuelta-a-espana/1992/stage-8,Vuelta a España,80,,240500,4120,4,1033,,1,0,0,1992-05-04,0.01713097713097713,11.0,3.8705235280194823
vuelta-a-espana/1996/stage-1,Vuelta a España,80,,162000,862,1,988,,1,0,0,1996-09-07,0.005320987654320987,0.0,9.565125201048435
vuelta-a-espana/2022/stage-6,La Vuelta ciclista a España,80,100,181200,4120,5,968,21,1,0,0,2022-08-25,0.022737306843267108,1600.0,668.4995788256621
giro-d-italia/2020/stage-1,Giro d'Italia,80,100,15100,74,1,765,,1,0,0,2020-10-03,0.00490066225165563,98.0,39.60596687255852
giro-d-italia/2002/stage-3,Giro d'Italia,80,,206000,2516,2,920,,1,0,0,2002-05-14,0.01221359223300971,0.0,157.10902168719784
volta-a-catalunya/1992/stage-7,Volta Ciclista a Catalunya,50,,172000,1903,2,758,,1,0,0,1992-09-15,0.011063953488372092,0.0,0.0
tour-de-suisse/2000/stage-5,Tour de Suisse,50,,30000,537,4,895,,1,0,0,2000-06-17,0.0179,181.5,77.38642776841361
il-lombardia/1995/result,Giro di Lombardia,275,,252000,2419,1,646,,0,0,0,1995-10-21,0.009599206349206349,402.0,391.2211650716254
paris-nice/1989/stage-7a,Paris - Nice,50,,101000,1703,3,794,,1,0,0,1989-03-12,0.016861386138613862,0.0,0.0
milano-sanremo/2023/result,Milano-Sanremo,275,800,294000,2154,2,1047,14,0,0,0,2023-03-18,0.007326530612244898,292.0,287.2654417800235
itzulia-basque-country/2016/stage-5,Vuelta Ciclista al País Vasco,50,50,159000,3586,5,943,,1,0,0,2016-04-08,0.022553459119496855,854.0,437.09724564120137
tour-de-suisse/1995/stage-4,Tour de Suisse,50,,192700,2990,3,764,,1,0,0,1995-06-17,0.015516346652828231,0.0,0.0
e3-harelbeke/1976/result,E3-Prijs Harelbeke,125,,228000,1515,1,302,,0,0,0,1976-03-20,0.006644736842105263,45.0,40.80912416831088
tour-de-france/2003/stage-3,Tour de France,100,,167500,1605,1,1688,,1,0,0,2003-07-08,0.009582089552238805,0.0,44.72770503708779
tour-de-suisse/2005/stage-8,Tour de Suisse,50,,162000,3138,4,971,,1,0,0,2005-06-18,0.01937037037037037,561.0,364.6883199106536
tour-de-france/1996/stage-21,Tour de France,100,,147500,1740,1,1872,,1,0,0,1996-07-21,0.011796610169491526,0.0,4.8633581923375475
paris-nice/2011/stage-2,Paris - Nice,50,6,199000,886,1,1038,,1,0,0,2011-03-07,0.004452261306532664,0.0,31.925429803456915
omloop-het-nieuwsblad/1997/result,Omloop Het Volk,125,,200000,1555,1,540,,0,0,0,1997-03-01,0.007775,27.0,200.30346802796325
vuelta-a-espana/1990/stage-17,Vuelta a España,80,,151000,2500,3,807,,1,0,0,1990-05-10,0.016556291390728478,223.0,120.85567937873353
vuelta-a-espana/1980/stage-11,Vuelta a España,80,,219000,3584,3,520,,1,0,0,1980-05-03,0.01636529680365297,1029.0,471.68834183739153
tour-de-romandie/2017/stage-4,Tour de Romandie,50,60,163500,3145,5,636,,1,0,0,2017-04-29,0.019235474006116207,360.5,534.7200870930437
tour-de-france/1985/stage-7,Tour de France,100,,217000,2341,2,1470,,1,0,0,1985-07-05,0.010788018433179723,9.0,120.40792276370959
giro-d-italia/2015/stage-8,Giro d'Italia,80,16,186000,3842,5,861,,1,0,0,2015-05-16,0.020655913978494624,1039.0,539.2716824943116
tirreno-adriatico/2020/stage-5,Tirreno-Adriatico,50,60,202000,4429,5,687,,1,0,0,2020-09-11,0.021925742574257424,1170.0,596.3564643589206
vuelta-a-espana/1990/stage-5,Vuelta a España,80,,198000,5000,5,807,,1,0,0,1990-04-28,0.025252525252525252,206.0,66.50513764614982
dwars-door-vlaanderen/2001/result,Dwars door Vlaanderen,75,,201000,4563,2,269,,0,0,0,2001-03-28,0.022701492537313434,284.0,138.88677365910655
paris-nice/1970/stage-7a,Paris - Nice,50,,73000,857,2,1121,,1,0,0,1970-03-15,0.01173972602739726,0.0,0.0
vuelta-a-espana/1983/stage-13,Vuelta a España,80,,188000,3343,4,705,,1,0,0,1983-05-02,0.01778191489361702,551.0,349.9722916721717
volta-a-catalunya/2002/stage-5,Volta a Catalunya,50,,141300,1881,2,431,,1,0,0,2002-06-21,0.013312101910828026,528.0,361.45469273915927
giro-d-italia/2014/stage-12,Giro d'Italia,80,16,42200,654,1,892,,1,0,0,2014-05-22,0.015497630331753555,410.0,144.30970265271708
vuelta-a-espana/2008/stage-17,Vuelta a España,80,,148200,915,1,1101,,1,0,0,2008-09-17,0.006174089068825911,0.0,81.45815860482483
tour-de-romandie/2012/stage-3,Tour de Romandie,50,6,157600,2352,4,727,,1,0,0,2012-04-27,0.014923857868020305,75.0,159.8492772422778
paris-nice/1981/stage-7a,Paris - Nice,50,,57500,521,1,821,,1,0,0,1981-03-18,0.009060869565217391,46.0,20.089798406156294
paris-nice/1985/stage-2,Paris - Nice,50,,181000,2692,3,815,,1,0,0,1985-03-05,0.01487292817679558,8.0,2.930780388260186
tour-de-suisse/2005/stage-2,Tour de Suisse,30,,36000,429,2,971,,1,0,0,2005-06-12,0.011916666666666667,222.0,88.41732456767475
vuelta-a-espana/2001/stage-8,Vuelta a España,80,,195000,2472,5,971,,1,0,0,2001-09-15,0.012676923076923077,685.0,321.2332961898894
tirreno-adriatico/2000/stage-5,Tirreno-Adriatico,50,,26500,279,2,1197,,1,0,0,2000-03-12,0.010528301886792452,79.0,34.49623167825727
paris-nice/2010/stage-3,Paris - Nice,30,6,155000,1377,2,1192,,1,0,0,2010-03-10,0.008883870967741936,47.0,164.68401686482466
strade-bianche/2016/result,Strade Bianche,125,200,176000,2907,3,666,,0,0,0,2016-03-05,0.016517045454545454,778.0,593.9104712826334
vuelta-a-espana/2009/stage-9,Vuelta a España,80,,188800,3873,4,1220,,1,0,0,2009-09-07,0.02051377118644068,487.0,216.20801098758008
dauphine/2001/stage-1,Criterium du Dauphiné Libére,50,,227000,2954,2,442,,1,0,0,2001-06-11,0.013013215859030838,0.0,6.184500685912868
volta-a-catalunya/2015/stage-1,Volta Ciclista a Catalunya,50,6,185200,2557,2,817,,1,0,0,2015-03-23,0.013806695464362851,160.0,423.84580545838736
tirreno-adriatico/2015/stage-7,Tirreno-Adriatico,50,6,10000,8,1,1017,,1,0,0,2015-03-17,0.0008,62.5,31.616369772914908
tirreno-adriatico/1983/stage-5,Tirreno-Adriatico,50,,18300,182,1,463,,1,0,0,1983-03-16,0.009945355191256831,5.0,5.06951674225463
tour-de-france/1991/stage-10,Tour de France,100,,207500,2047,1,1933,,1,0,0,1991-07-15,0.009865060240963855,6.0,5.317478967843212
tour-de-suisse/1990/stage-8,Tour de Suisse,50,,214500,3116,3,767,,1,0,0,1990-06-19,0.014526806526806527,132.5,73.87128445253045
tour-de-suisse/1986/stage-1,Tour de Suisse,50,,177600,2712,3,835,,1,0,0,1986-06-11,0.01527027027027027,0.0,0.0
vuelta-a-espana/2021/stage-7,La Vuelta ciclista a España,80,100,152000,3744,5,1023,,1,0,0,2021-08-20,0.02463157894736842,1589.0,606.8796914299652
giro-d-italia/1996/stage-6,Giro d'Italia,80,,179000,2017,2,1034,,1,0,0,1996-05-24,0.011268156424581005,84.0,344.8364441949736
world-championship/1979/result,World Championships - Road Race,350,,274800,2584,1,1377,,0,0,0,1979-08-26,0.009403202328966522,310.0,206.72006686945423
paris-roubaix/1977/result,Paris - Roubaix,275,,250500,2100,1,762,,0,0,0,1977-04-17,0.008383233532934131,99.0,486.30329226059337
e3-harelbeke/2015/result,E3 Harelbeke,225,,215300,1866,2,717,,0,0,0,2015-03-27,0.00866697631212262,201.0,283.7184358781481
giro-d-italia/1997/stage-2,Giro d'Italia,80,,211000,1524,1,792,,1,0,0,1997-05-18,0.007222748815165877,14.0,119.35483357528591
tour-de-suisse/1977/stage-2,Tour de Suisse,50,,216000,3216,3,627,,1,0,0,1977-06-17,0.014888888888888889,0.0,0.0
paris-nice/2001/stage-3,Paris - Nice,50,,217900,2885,2,902,,1,0,0,2001-03-14,0.013240018357044516,0.0,36.512024735839546
tour-de-romandie/1993/stage-4a,Tour de Romandie,50,,71400,877,2,551,,1,0,0,1993-05-08,0.012282913165266106,0.0,0.0
tirreno-adriatico/1994/stage-3,Tirreno-Adriatico,50,,198700,3199,3,727,,1,0,0,1994-03-11,0.016099647710115753,0.0,0.0
itzulia-basque-country/2002/stage-3,Vuelta al País Vasco,50,,170000,3574,4,966,,1,0,0,2002-04-10,0.021023529411764705,225.0,476.839088439227
tour-de-romandie/2017/prologue,Tour de Romandie,50,60,4800,55,1,636,,1,0,0,2017-04-25,0.011458333333333333,28.0,12.620496256411787
tour-de-suisse/1987/stage-10,Tour de Suisse,50,,170000,2102,2,673,,1,0,0,1987-06-25,0.01236470588235294,0.0,0.0
vuelta-a-espana/2008/stage-18,Vuelta a España,80,,167400,1448,2,1101,,1,0,0,2008-09-18,0.008649940262843488,449.0,144.9753041244272
tour-de-france/1994/stage-15,Tour de France,100,,231000,3876,4,1731,,1,0,0,1994-07-18,0.01677922077922078,1380.0,441.1972257843436
tour-de-france/1995/stage-13,Tour de France,100,,223000,3500,2,1871,,1,0,0,1995-07-15,0.01569506726457399,1154.0,204.8925176731683
volta-a-catalunya/1970/stage-1a,Volta Ciclista a Catalunya,50,,180400,1552,1,570,,1,0,0,1970-09-10,0.008603104212860311,0.0,0.0
vuelta-a-espana/2018/stage-18,La Vuelta ciclista a España,80,100,186100,1040,1,1036,,1,0,0,2018-09-13,0.0055883933369156365,123.5,104.85201442626311
tour-de-romandie/2006/stage-3,Tour de Romandie,50,,164600,2258,3,772,,1,0,0,2006-04-28,0.013718104495747266,371.0,296.37761468182674
tour-de-suisse/1996/stage-3,Tour de Suisse,50,,198400,3783,4,971,,1,0,0,1996-06-14,0.019067540322580644,1585.0,652.0995538015
tour-de-suisse/1988/stage-7,Tour de Suisse,50,,207000,2691,2,548,,1,0,0,1988-06-20,0.013,363.0,165.48393678340304
ronde-van-vlaanderen/2009/result,Ronde van Vlaanderen / Tour des Flandres ME,275,,260000,2198,2,754,,0,0,0,2009-04-05,0.008453846153846154,405.0,308.6738258010106
giro-d-italia/2017/stage-9,Giro d'Italia,80,100,152000,2921,5,881,,1,0,0,2017-05-14,0.019217105263157896,1263.0,562.8874723885631
vuelta-a-espana/2017/stage-18,Vuelta a España,80,100,169000,3476,3,899,,1,0,0,2017-09-07,0.020568047337278107,1487.0,488.5532528490189
la-fleche-wallone/2016/result,La Flèche Wallonne,225,400,196000,3042,3,909,,0,0,0,2016-04-20,0.015520408163265307,210.0,210.81201407771593
giro-d-italia/2017/stage-14,Giro d'Italia,80,100,131000,1106,5,881,,1,0,0,2017-05-20,0.008442748091603053,551.0,314.78605082085346
giro-d-italia/1992/stage-21,Giro d'Italia,80,,66000,266,1,953,,1,0,0,1992-06-14,0.00403030303030303,216.0,62.591038457898215
tirreno-adriatico/2021/stage-3,Tirreno-Adriatico,50,60,219000,3001,3,1108,,1,0,0,2021-03-12,0.013703196347031963,97.0,165.26813188862712
tour-de-suisse/1988/stage-8,Tour de Suisse,50,,247000,3184,2,548,,1,0,0,1988-06-21,0.012890688259109311,11.5,9.238205693988657
giro-d-italia/1998/stage-2,Giro d'Italia,80,,160000,1369,1,923,,1,0,0,1998-05-18,0.00855625,0.0,294.7209362761714
